,Date,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
5703,2019-08-13,0.0,0.0,-53.4,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,-99.88,-92.85,1977.34,3882.02,3034.73,3869.14,8001.14,3048.66,3895.49,3436.27,,
5704,2019-08-14,0.0,0.0,-53.47,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,,-92.85,1946.41,3883.18,3025.94,3870.43,8000.93,3055.1,3893.54,3436.02,21.52,24.11
5705,2019-08-15,0.2,0.0,-53.47,-101.15,-112.18,,-104.39,-93.92,-97.3,,-92.85,1927.4,3880.87,3020.9,3870.43,7998.7,3052.73,3892.86,3435.77,21.13,23.96
5706,2019-08-16,0.0,0.0,-53.5,-101.15,-112.18,,-104.39,-93.92,-97.3,-99.89,-92.61,1916.06,3876.16,3010.1,3866.18,7989.95,3041.14,3887.35,3431.16,21.02,23.3
5707,2019-08-17,0.0,0.0,-53.62,,,,,,,-99.91,-92.61,1597.46,3879.36,3002.29,3867.73,7992.11,2796.98,3895.24,3177.58,21.28,23.84
5708,2019-08-18,0.0,0.0,-53.7,-101.15,-112.22,,-104.39,-93.92,-97.35,-99.89,-92.61,1643.04,3881.2,2999.23,3869.1,7992.76,2647.19,3893.36,3433.32,22.15,24.51
5709,2019-08-19,0.0,0.0,-54.19,-101.15,-112.22,,-104.39,-93.92,-97.35,-99.89,-92.61,1921.0,3878.75,2995.6,3873.82,7992.25,3043.66,3891.82,3430.15,22.75,25.65
5710,2019-08-20,0.0,0.0,-54.19,-101.15,-112.22,-102.4,-104.39,-93.92,-97.35,-99.7,-92.61,1877.26,3879.9,3004.63,3870.36,7989.91,3049.6,3889.26,3431.3,24.38,26.83
5711,2019-08-21,0.0,0.0,-54.19,-101.15,-112.22,-102.4,-104.39,-93.92,-97.35,-99.47,-92.61,1661.8,3880.22,3010.43,3871.04,7988.51,2711.38,3893.44,3433.72,23.42,25.77
5712,2019-08-22,0.0,0.0,-54.19,-101.15,-112.23,,-104.39,-93.92,-97.31,-99.47,-92.35,1833.77,3880.69,2997.94,3872.05,7987.39,3052.58,3889.94,3434.15,23.68,25.64
5713,2019-08-23,0.0,0.0,-54.4,-101.15,-112.23,,-104.39,-93.92,-97.27,-99.47,-92.14,1660.0,3883.82,2716.56,3874.0,7988.83,2784.02,3891.82,3436.42,23.31,25.79
5714,2019-08-24,0.0,1.4,-54.72,-101.15,-112.23,,-104.39,-93.92,-97.27,-99.47,-92.44,1804.03,3880.73,2991.67,3872.12,7984.55,2793.64,3885.88,3432.38,22.78,24.99
5715,2019-08-25,4.8,21.2,-54.98,-101.15,-112.23,-102.4,-104.39,-93.92,-97.27,-99.37,-92.2,1787.33,3878.14,2987.35,3872.23,7981.78,3038.36,3875.98,3430.48,20.3,23.1
5716,2019-08-26,16.4,0.0,-54.98,-101.15,-112.23,-102.4,-104.39,-93.92,-97.27,-99.79,-92.22,1771.24,3878.35,2986.24,3871.3,7978.32,2676.49,3883.18,3429.29,20.64,23.88
5717,2019-08-27,0.2,0.8,-54.72,-101.15,-112.23,-102.4,-104.39,-93.92,-97.27,-99.79,-92.25,1579.43,3880.62,2985.66,3875.29,7982.42,2923.92,3884.15,3212.17,22.23,24.12
5718,2019-08-28,0.0,0.0,-47.26,-101.15,-112.16,-102.4,-104.39,-93.92,-97.27,-99.79,-92.68,1511.39,3879.11,2981.88,3875.26,7982.06,2786.47,3881.48,3230.71,22.26,24.27
5719,2019-08-29,0.0,0.0,-47.26,-101.15,-112.02,,-104.39,-93.92,-97.27,-99.75,-92.36,1543.68,3875.8,2985.16,3874.36,7978.64,3028.36,3871.15,3428.53,22.07,24.14
5720,2019-08-30,4.8,0.0,-47.26,-101.15,-111.96,,-104.39,-93.92,-97.27,-99.75,-92.36,1534.72,3874.57,2985.01,3874.5,7977.64,3039.8,3870.72,3427.96,22.03,25.21
5721,2019-08-31,11.0,21.6,-47.24,-101.15,-111.85,,-104.39,-93.92,-97.27,-99.75,-92.36,1535.76,3875.4,2984.54,3876.34,7980.88,2739.53,3877.09,3037.21,20.63,23.96
5722,2019-09-01,2.0,1.4,-47.24,-101.15,-111.83,-102.4,-104.39,-93.92,-97.27,-99.71,-92.36,1534.82,3873.35,2979.0,3875.9,7979.72,2924.03,3871.66,3422.59,20.34,23.21
5723,2019-09-02,4.8,8.4,-47.24,-101.28,-111.73,-102.4,-104.39,-93.92,-97.27,-99.71,-92.36,1529.32,3873.85,2975.76,3877.7,7980.52,2557.37,3875.69,3209.26,19.54,21.72
5724,2019-09-03,0.4,7.4,-47.44,-101.42,-111.67,-102.4,-104.39,-93.92,-97.27,-99.86,-92.36,1522.33,3871.62,2750.04,3876.77,7616.59,2863.48,3870.18,3150.9,20.12,21.83
5725,2019-09-04,0.0,0.0,-47.5,-101.42,-111.57,-102.4,-104.39,-93.92,-97.27,-99.97,-92.33,1518.44,3869.24,2980.3,3876.88,7974.61,2767.07,3869.17,3179.48,19.73,22.3
5726,2019-09-05,0.0,0.0,-47.59,-101.42,-111.44,-102.4,-104.4,-93.92,-97.27,-100.08,-92.62,1515.78,3867.62,2961.4,3877.34,7718.87,2816.03,3867.52,3218.72,19.65,21.95
5727,2019-09-06,0.0,0.0,-47.68,-101.42,-110.63,-102.4,-104.42,-93.92,-97.27,-100.16,-92.85,1509.41,3866.65,2831.87,3877.2,7720.27,2886.95,3866.8,3231.83,17.7,20.33
5728,2019-09-07,0.0,0.0,-47.83,-101.42,-110.3,,-104.47,-93.92,-97.27,-100.16,-92.85,1502.39,3863.95,2794.82,3877.96,7672.68,2857.43,3866.58,3218.62,17.55,19.89
5729,2019-09-08,0.4,0.0,-48.08,-101.42,-110.17,,-104.47,,-97.27,-100.16,-92.85,1495.87,3862.76,2794.9,3879.22,7982.89,3017.48,3866.87,3419.53,17.5,19.76
5730,2019-09-09,0.0,0.0,-48.18,-101.42,-109.88,,-104.47,,-97.27,-100.16,-92.85,1484.5,3859.27,2792.12,3878.82,7982.17,3018.56,3864.35,3418.81,16.13,18.37
5731,2019-09-10,0.0,0.0,-48.18,-101.42,-109.36,-102.4,-104.47,,-97.27,-100.16,-92.85,1477.33,3860.53,2786.69,3877.7,7978.03,3024.25,3862.4,3415.39,16.9,20.0
5732,2019-09-11,0.0,0.0,-48.18,-101.42,-109.0,-102.4,-104.47,,-97.27,-100.19,-93.42,1468.3,3860.93,2818.37,3877.85,7973.78,2762.06,3716.53,3183.98,19.51,22.09
5733,2019-09-12,0.0,0.0,-48.41,-101.42,-108.87,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1462.57,3861.32,2814.73,3880.01,7974.36,2994.12,3898.22,3412.37,20.58,22.77
5734,2019-09-13,0.2,0.0,-48.71,-101.42,-108.29,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1458.04,3862.4,2792.77,3881.34,7975.12,2979.18,3898.84,3412.55,21.03,23.32
5735,2019-09-14,0.0,0.0,-49.93,-101.42,-108.16,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1486.51,3860.21,2889.29,3880.94,7974.0,2960.57,3897.47,3411.04,19.98,22.2
5736,2019-09-15,0.0,0.0,-52.18,-101.42,-108.02,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1536.66,3859.42,3043.84,3881.52,7975.58,2952.07,3897.18,3411.18,19.85,22.15
5737,2019-09-16,0.0,0.0,-52.63,-101.42,-108.0,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1551.31,3859.56,3030.01,3882.96,7975.98,2938.14,3898.08,3412.66,20.05,22.18
5738,2019-09-17,0.0,0.0,-52.63,-101.42,-108.0,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1545.08,3857.26,3035.16,3882.82,7971.8,2939.98,3895.88,3412.37,18.78,20.9
5739,2019-09-18,1.0,2.8,-52.63,-101.42,-108.0,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1539.54,3853.73,3035.48,3881.95,7968.42,2960.57,3892.93,3410.21,19.36,21.38
5740,2019-09-19,,,-51.75,-101.42,,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1515.24,3853.51,3029.94,3882.74,7968.78,2981.05,3892.82,3409.38,17.72,19.52
5741,2019-09-20,0.2,0.0,-51.75,,,-101.96,-104.46,-93.91,-97.27,-99.84,-92.95,1493.68,3848.47,3031.52,3880.91,7963.24,3016.69,3888.18,3405.64,17.65,19.7
5742,2019-09-21,0.4,0.0,-51.49,,,-101.67,-104.44,-93.71,-97.27,-99.55,-91.06,1477.69,3857.65,2923.09,3892.43,7830.9,2956.1,3727.12,3316.68,17.08,18.97
5743,2019-09-22,,21.6,-51.49,,,-101.52,-104.44,-93.71,-97.27,-99.6,-91.06,1470.56,3884.11,2835.29,,7484.47,2728.04,3927.53,3110.94,16.26,18.07
5744,2019-09-23,4.2,1.6,-51.34,,,-101.37,-104.45,-93.62,-97.27,-99.36,-92.0,1286.71,3907.87,2785.5,,7992.9,2763.29,3616.16,3155.8,18.2,20.19
5745,2019-09-24,0.2,0.0,-50.94,,,,-104.44,-93.71,-97.27,,-92.95,1088.75,2773.66,1777.57,2775.67,5208.12,1871.46,2665.22,2142.94,16.0,19.93
5746,2019-09-25,0.4,1.4,-50.82,-101.27,,,-104.48,-93.96,-97.27,,-92.06,0.0,,,,,,,,17.61,19.73
5747,2019-09-26,0.0,0.2,-50.94,,,,-104.52,-94.21,,,-93.06,0.0,,,,,,,,17.78,19.8
5748,2019-09-27,0.2,0.0,,,,,,,,,,0.0,,,,,,,,17.95,20.42
5749,2019-09-28,0.0,0.0,-49.55,-99.21,,,-101.53,-89.54,-97.36,,-92.04,0.0,,,,,,,,17.49,19.7
5750,2019-09-29,0.4,0.0,-49.55,-99.21,,,-103.01,-89.54,-97.36,-99.41,-93.18,0.0,,,,,,,,17.38,19.24
5751,2019-09-30,0.2,0.2,-49.55,-99.21,,-97.56,-103.01,-89.54,-97.36,-99.41,-93.18,303.62,324.61,,,,253.12,,,17.13,19.17
5752,2019-10-01,0.2,0.0,-49.55,-99.21,,,-103.01,-89.54,-97.36,,-93.18,425.81,1099.44,1003.57,1263.6,1664.46,856.08,1107.04,965.66,17.57,19.73
5753,2019-10-02,6.8,14.2,-49.55,-99.21,,,-103.01,-89.54,-97.36,,-93.18,0.0,,,,,,,,15.96,17.58
5754,2019-10-03,0.2,0.2,,,,,-104.5,,,,-94.31,0.0,,,,,,,,13.2,16.48
5755,2019-10-04,0.0,0.0,,,,,,,,,,0.0,,,,,,,,11.97,15.3
5756,2019-10-05,0.0,0.0,,,,,,,,,,0.0,,,,,,,,14.89,16.69
5757,2019-10-06,0.2,0.0,,,,,,,,,,0.0,,,,,,,,15.02,17.34
5758,2019-10-07,0.4,10.0,,,,,,,,,,0.0,,,,,,,,13.38,15.59
5759,2019-10-08,0.0,0.0,,,,,,,,,,0.0,,,,,,,,13.88,16.69
5760,2019-10-09,0.2,0.0,,,,,,,,,,0.0,,,,,,,,14.39,16.25
5761,2019-10-10,0.0,0.0,,,,,,,,,,0.0,,,,,,,,14.86,16.13
5762,2019-10-11,0.4,0.2,,,,,,,,,,0.0,,,,,,,,15.56,17.3
5763,2019-10-12,0.6,0.2,,,,,,,,,,0.0,,,,,,,,14.71,16.43
5764,2019-10-13,0.4,0.2,-51.95,,,,,-94.18,,,-94.25,0.0,,,,,,,,14.93,16.99
5765,2019-10-14,0.4,0.0,-51.95,,,,,-94.18,,,-94.25,613.44,1616.33,1291.28,1616.62,3316.03,1261.04,1616.29,1422.86,15.49,17.45
5766,2019-10-15,,15.6,-51.95,,,-101.56,,-94.18,,,-94.25,1471.43,3883.5,3095.57,3885.59,7963.67,3033.4,3881.2,3413.52,14.87,16.55
5767,2019-10-16,0.6,0.2,-51.95,,,-101.56,,-94.18,,-101.11,-94.25,1469.7,3884.62,3083.0,3889.69,7960.82,3033.4,3874.1,3392.6,13.03,15.55
5768,2019-10-17,0.2,0.0,-51.95,,,,,-94.18,-97.37,-101.09,-94.25,1465.78,3883.43,2803.64,3888.76,7956.76,2775.2,3875.8,3393.04,12.52,15.18
5769,2019-10-18,0.4,0.0,-51.95,,,,,-94.18,-97.37,-101.07,-94.25,1461.92,3878.53,3038.62,3892.07,7950.64,3012.12,3861.58,3377.05,12.71,15.58
5770,2019-10-19,0.4,0.2,,,,,,,-97.37,-101.07,,1461.42,3877.96,2634.12,3888.25,7970.47,2750.22,3879.07,3425.26,13.2,15.43
5771,2019-10-20,0.2,0.0,-51.84,,,,-104.51,-93.74,-97.37,-101.07,-94.69,1458.86,3874.03,3019.82,3890.34,7961.26,3028.14,3869.86,3418.06,15.57,17.19
5772,2019-10-21,0.0,0.0,-51.86,,,,-104.51,-93.74,-97.37,-100.75,-94.69,1455.34,3870.68,3040.27,3889.4,7955.75,3035.56,3863.45,3414.89,16.99,18.69
5773,2019-10-22,0.0,0.0,-51.87,,,,-104.51,-93.74,-97.37,-100.75,-94.69,1303.45,3474.61,2784.56,3589.78,7961.08,3028.54,3857.22,3413.12,17.0,18.95
5774,2019-10-23,0.0,0.0,-51.86,,,,-104.51,-93.74,-97.37,-100.66,-94.58,1439.42,3874.93,3039.19,,7955.96,3035.16,3850.99,3413.38,16.34,18.72
5775,2019-10-24,23.8,27.4,-51.85,-101.5,,,-104.51,-93.74,-97.37,-100.66,-94.59,1442.05,3879.29,2792.45,,7961.36,2811.17,3606.34,3170.92,15.76,17.46
5776,2019-10-25,0.2,0.2,-51.87,,,,-104.51,-93.74,-97.37,-100.66,-94.59,1357.42,3877.7,2788.78,,7959.6,2773.76,3596.36,3161.27,15.35,17.96
5777,2019-10-26,0.0,0.0,-51.9,-101.49,,,-104.51,-93.74,-97.37,-100.66,-94.59,1438.96,3876.55,2796.12,,7960.03,2773.98,3839.83,3201.73,15.78,18.55
5778,2019-10-27,0.2,0.0,-51.9,-101.45,,,-104.52,-93.76,-97.36,-100.66,-94.59,1494.29,,3170.74,,,3150.54,3985.16,3550.5,14.13,16.62
5779,2019-10-28,0.6,0.0,-52.06,-101.45,,,-104.52,-93.77,-97.23,-100.66,-94.64,1435.36,3874.25,3028.79,3890.09,7954.02,2932.02,3813.59,3389.83,13.75,15.8
5780,2019-10-29,0.6,0.2,-52.06,-101.45,,,-104.52,-93.77,-97.23,-100.39,-94.64,1319.36,3068.6,2212.24,3080.66,6300.25,2207.59,3024.18,2520.0,13.03,14.88
5781,2019-10-30,0.6,0.2,-52.06,-101.45,,,-104.52,-93.77,-97.08,-100.39,-94.68,1448.35,3923.46,2866.18,,7621.13,2843.32,3671.64,3277.84,12.96,15.15
5782,2019-10-31,13.8,0.6,-52.06,-101.45,,,-104.52,-93.77,-97.08,-100.24,-94.64,1427.65,3872.12,2789.46,3890.48,7952.08,2777.26,3829.57,3199.54,14.02,16.15
5783,2019-11-01,4.2,2.4,-52.06,,,,-104.52,-93.83,-96.45,-100.24,-94.41,1255.54,3874.9,2715.16,3885.3,7958.92,2710.12,3508.16,3086.93,13.46,15.95
5784,2019-11-02,10.8,,-52.36,,,,-104.52,-93.83,-96.45,-100.24,-94.41,1418.58,3876.41,2752.31,3886.02,7961.36,2772.29,3598.7,3162.6,13.97,15.6
5785,2019-11-03,,,-52.36,,,-102.2,-104.52,-93.83,-96.45,-100.11,-94.68,1416.24,3872.38,2734.99,3894.41,7955.21,2734.88,3554.5,3147.95,14.11,15.86
5786,2019-11-04,0.2,2.6,-52.39,,,-102.2,-104.52,-93.93,-96.89,-100.02,,1414.94,3880.66,3025.44,3886.52,7949.66,3030.8,3835.44,3388.57,12.83,14.8
5787,2019-11-05,7.0,4.2,-52.39,,,-102.2,-104.52,-93.93,-96.89,-100.64,,1412.17,3867.8,2699.21,3876.55,7931.3,2663.71,3427.56,3018.64,14.43,16.12
5788,2019-11-06,5.4,3.0,-52.39,,,-102.2,-104.54,-93.93,-96.89,-100.64,,1321.45,3709.33,2770.02,3858.66,7900.88,2704.36,3510.9,3127.0,9.94,11.99
5789,2019-11-07,0.4,0.2,-52.39,,,-102.2,-104.55,-93.93,-96.89,-100.64,-95.02,1399.43,3881.38,3011.15,3878.28,7946.71,3009.67,3825.76,3385.98,9.19,11.66
5790,2019-11-08,27.6,,-52.45,,,-102.27,-104.65,-93.93,-97.36,-100.64,-95.02,1050.48,3882.13,2815.92,3880.48,7946.5,3024.04,3824.32,3389.8,9.77,11.4
5791,2019-11-09,12.2,25.2,-52.45,,,-102.27,-104.68,-94.23,-97.36,-100.72,-94.96,1198.58,3879.94,2670.41,3432.49,7479.76,3025.66,3823.02,3387.78,7.37,8.91
5792,2019-11-10,12.2,8.2,-52.45,,,-102.27,-104.68,-94.23,-97.36,-100.72,-94.96,1381.86,3879.5,3045.71,3879.25,7938.97,3030.98,3823.2,3385.98,8.7,10.89
5793,2019-11-11,,,-52.46,,,-101.82,-104.68,-94.23,-97.3,-100.72,-95.02,1191.02,3881.48,2786.4,,7939.51,3030.66,3828.53,3388.14,9.67,11.87
5794,2019-11-12,10.6,10.0,-52.51,,,-101.82,-104.62,-94.23,-97.18,-100.59,-95.08,1349.21,3876.66,2722.68,3864.1,7549.67,2706.41,3835.12,3358.62,10.33,12.52
5795,2019-11-13,2.4,1.2,-52.46,-101.38,,-101.82,-104.62,-94.23,-97.07,-100.3,-95.09,1381.79,3866.94,2756.41,3872.77,7495.78,2764.98,3818.27,3359.41,8.6,10.86
5796,2019-11-14,9.0,14.6,-52.46,-101.39,,-101.92,-104.62,-94.21,-96.97,-100.3,-95.09,1273.36,3852.47,2870.6,3856.39,7507.26,2777.22,3814.78,3145.25,9.22,11.23
5797,2019-11-15,,,-52.4,-101.39,,-101.92,-104.62,-94.21,-97.07,-100.3,-95.09,908.06,3055.14,2360.95,3049.74,6256.76,2392.24,3020.72,2657.92,11.76,13.21
5798,2019-11-16,9.6,7.8,-52.3,-101.39,,-102.1,-104.69,-94.21,-96.98,-100.91,-95.09,1387.51,3842.82,2973.92,3816.72,7842.53,2935.84,3802.18,3351.13,11.19,13.1
5799,2019-11-17,21.4,14.8,-52.19,,,-102.1,-104.69,-94.05,-96.98,-101.02,-94.53,1032.52,2896.74,2242.33,2909.3,5925.89,2250.0,2874.35,2515.21,9.74,11.63
5800,2019-11-18,12.6,8.6,-52.16,,,,-104.69,-94.05,-97.05,-101.13,-94.38,1380.02,3861.61,2976.37,3853.94,7899.41,3005.57,3805.78,3354.91,8.42,10.43
5801,2019-11-19,19.8,24.6,-52.19,,,,-104.6,-94.21,-97.17,,-94.53,1074.96,3868.67,2693.81,3857.44,7903.12,2802.28,3804.91,3128.9,9.46,11.4
5802,2019-11-20,1.4,13.6,-52.24,,,,-104.6,-94.34,-97.06,-101.17,-94.53,1038.13,3867.37,2977.09,3373.96,7303.86,3020.36,3799.58,3362.62,8.27,9.96
5803,2019-11-21,0.6,11.2,-51.93,,,,-104.6,-94.34,-97.06,-101.17,-94.58,1414.48,3864.64,2583.18,3861.04,7910.53,2674.94,3801.96,3360.49,7.2,9.23
5804,2019-11-22,4.8,17.6,-51.72,,,,-104.6,-94.34,-97.06,-101.17,-94.58,1418.33,3866.47,2391.34,3864.46,7910.24,2577.17,3808.15,2955.96,8.47,11.4
5805,2019-11-23,,21.2,-51.72,,,,-104.6,-94.34,-97.11,-101.18,-94.58,1424.59,3861.54,2684.48,3862.04,7900.34,2700.58,3804.34,3099.17,10.99,13.13
5806,2019-11-24,,29.4,-51.72,,,,-104.6,-94.34,-97.01,-101.17,-94.58,1439.71,3863.45,2345.4,3864.38,7901.03,2732.04,3806.21,3384.07,9.4,11.33
5807,2019-11-25,0.4,1.0,-51.21,,,,-104.6,-94.34,-97.0,-101.17,-94.26,1455.98,3862.94,2626.52,3865.79,7902.25,2670.44,3808.87,3063.56,9.89,11.57
5808,2019-11-26,0.2,0.0,-51.21,,,,-104.6,-94.34,-97.01,-100.27,-94.26,1458.04,3862.15,2499.77,3866.98,7902.83,2613.92,3808.91,3382.63,9.93,12.1
5809,2019-11-27,8.6,28.2,-51.21,-101.48,,-101.69,-104.6,-94.2,-97.01,-99.74,-94.26,1479.67,3932.32,2065.75,3884.04,7506.25,2904.34,3840.91,3396.74,11.1,13.25
5810,2019-11-28,0.4,8.6,-51.21,-101.21,,-101.69,-104.6,-94.2,-97.01,-99.74,-94.26,1481.58,3783.35,2685.38,3885.01,7949.38,2852.5,3895.67,3388.21,10.89,12.41
5811,2019-11-29,0.8,1.2,-51.49,-101.21,,-101.69,-104.6,-94.13,-97.06,-99.74,-94.26,1482.66,3899.81,2469.17,3885.19,7935.01,2568.49,3874.39,3403.69,10.35,11.43
5812,2019-11-30,0.4,0.4,-51.49,-101.21,,-101.69,-104.63,-94.13,-97.06,-99.74,-94.29,1488.2,3899.52,2188.01,3884.87,7826.51,2377.76,3543.16,2771.96,8.57,11.71
5813,2019-12-01,0.4,0.0,-51.49,-101.21,,-101.69,-104.66,-94.13,-97.06,-99.58,-93.8,1494.58,3886.88,2442.38,3887.89,7929.14,2560.75,3920.94,3409.27,9.45,10.84
5814,2019-12-02,,,-50.98,-101.51,,-101.66,-104.66,-94.21,-97.06,-99.56,-93.76,1349.5,3887.28,2073.82,3481.74,7520.72,3009.02,3922.74,3421.15,11.45,13.08
5815,2019-12-03,0.4,0.2,-50.98,-101.51,,-101.66,-104.66,-94.21,-96.97,-99.56,-93.8,1502.64,3892.25,1983.35,3888.22,7933.14,2348.93,3690.94,2779.6,9.93,12.38
5816,2019-12-04,0.0,0.0,-50.98,-101.51,,-101.66,-104.66,-94.21,-96.86,-99.56,-93.8,1515.78,3888.18,1645.96,3887.24,7615.19,2723.47,3935.74,3171.1,6.11,9.03
5817,2019-12-05,0.0,0.0,-50.98,-101.51,,-101.66,-104.66,-94.21,-96.86,-99.56,-93.8,1526.94,3885.05,2300.22,3888.36,7920.65,2536.56,3938.58,2929.79,7.77,10.6
5818,2019-12-06,0.4,0.6,-50.76,-101.47,,-101.69,-104.66,-94.2,-96.87,-99.56,-93.42,1508.4,3831.8,2412.97,3816.07,7763.22,2590.13,3879.14,2952.11,9.52,10.67
5819,2019-12-07,0.4,4.6,-50.43,-101.47,,-101.77,-104.66,-94.09,-96.87,-99.56,-93.42,1543.86,3884.76,2357.6,3886.52,7926.62,2473.96,3962.74,2896.6,9.86,10.58
5820,2019-12-08,0.2,3.6,-50.29,-101.47,,-101.77,-104.66,-94.09,-96.87,-99.86,-93.29,1549.73,3880.66,2508.55,3884.44,7909.02,2629.3,3955.97,3040.6,9.42,10.99
5821,2019-12-09,7.0,5.4,-50.22,-101.47,,-101.77,-104.66,-94.09,-96.94,-99.36,-93.42,1559.92,3884.8,2328.37,3886.34,7909.49,2468.56,3961.12,2866.43,8.44,9.91
5822,2019-12-10,0.0,0.0,-50.22,-101.47,,-101.77,-104.66,-94.09,-97.17,-99.35,-93.42,1566.54,3884.94,2425.68,3886.67,7908.98,2568.92,3957.3,2974.28,6.49,9.36
5823,2019-12-11,0.2,0.0,-50.22,-101.47,,-101.77,-104.67,-94.09,-97.13,-99.36,-93.29,1573.78,3880.69,2400.37,3887.17,7292.34,2527.49,3959.35,3005.39,4.32,7.77
5824,2019-12-12,2.0,2.2,-52.66,-101.32,,-102.05,-104.67,-94.08,-97.17,-99.86,-93.16,1651.57,3885.48,2453.76,,7920.86,2607.73,3953.3,3016.4,4.37,6.13
5825,2019-12-13,19.8,,-53.15,-101.32,,-102.05,-104.67,-94.08,-97.17,-99.36,-93.16,1269.43,3879.72,2047.93,3891.96,7909.34,2151.65,3935.74,3436.09,5.57,7.17
5826,2019-12-14,0.0,0.0,-53.19,-101.32,,-102.05,-104.57,-94.08,-97.13,-99.35,-93.16,1334.41,2989.73,2386.4,3884.65,7904.05,3003.44,3919.54,3438.5,6.96,10.32
5827,2019-12-15,0.2,0.0,-53.15,,,-102.05,-104.57,-94.08,-97.03,-99.2,-93.16,1696.61,3881.56,2601.72,3884.04,7891.34,2619.5,3921.3,3445.78,9.58,11.18
5828,2019-12-16,0.0,0.0,-53.19,,,-102.05,-104.57,-94.08,-96.94,-99.2,-93.16,1542.1,3887.21,1981.01,3887.03,7894.26,2151.61,3931.56,3448.15,11.52,12.61
5829,2019-12-17,0.0,0.0,-53.19,,,-102.05,-104.57,-94.08,-96.94,-99.2,-93.16,1490.04,3891.71,1459.33,3888.47,7892.89,2455.09,3935.99,3452.04,11.88,13.04
5830,2019-12-18,0.0,0.0,-53.04,,,-102.05,-104.57,-94.08,-96.94,-99.2,-93.16,1724.72,3890.92,1581.01,3889.3,7891.67,2388.92,3935.34,3451.72,11.76,13.74
5831,2019-12-19,13.0,9.8,-52.97,,,-102.05,-104.57,-94.08,-96.99,-99.19,-92.34,1529.14,3891.31,1727.64,3889.19,7888.61,2352.17,3935.66,3454.13,8.74,11.24
5832,2019-12-20,3.6,9.2,-51.68,,,-102.05,-104.57,-94.08,-96.99,-99.15,-92.34,1433.41,3888.65,1810.33,3888.32,7883.03,2423.02,3934.62,3456.04,9.1,10.8
5833,2019-12-21,,,-51.16,-101.18,,-102.02,-104.57,-94.02,-96.99,-99.15,-92.26,1130.98,3013.67,1721.81,3892.61,7891.31,2734.34,3948.37,3451.9,11.15,12.15
5834,2019-12-22,17.4,19.8,-51.16,-101.13,,-101.59,-104.57,-93.92,-96.99,-99.15,-92.34,920.48,3297.1,1463.44,3892.64,7899.73,3009.64,3981.6,3466.91,9.77,12.01
5835,2019-12-23,2.4,6.2,-51.06,-101.13,,-101.59,-104.73,-93.92,-96.75,-99.64,-92.34,1704.6,3890.45,1950.8,3890.59,7587.58,2154.06,3999.85,2884.54,7.46,11.1
5836,2019-12-24,0.0,0.0,-51.0,-101.13,,-101.59,-104.73,-93.92,-96.75,-99.64,-92.34,1821.42,3884.08,2323.62,3892.14,7529.65,2398.86,3999.85,3106.44,5.9,10.86
5837,2019-12-25,0.2,0.0,-51.0,-101.13,,-101.59,-104.73,-93.92,-96.75,-99.64,-92.26,1951.24,3873.82,3044.59,3891.56,7886.63,2978.32,3992.11,3464.71,7.94,10.5
5838,2019-12-26,0.0,0.0,-51.0,-101.13,,-101.59,-104.73,-93.92,-96.75,-99.5,-91.98,1967.9,3873.53,1869.26,3887.78,7882.16,2379.49,3998.52,3467.74,7.16,8.6
5839,2019-12-27,0.4,0.0,-49.89,-101.13,,-101.77,-104.66,-93.93,-96.75,-98.61,-91.83,1883.34,3575.2,1703.23,,7890.66,2298.28,3986.68,3472.06,6.11,7.66
5840,2019-12-28,0.2,0.0,-45.49,-101.13,,,-104.66,-93.93,-96.57,-98.61,-91.79,1796.11,2998.55,2429.82,3598.7,7889.9,3010.0,3960.79,3473.28,3.97,6.76
5841,2019-12-29,0.2,0.0,-45.25,-101.19,,,-104.66,-94.1,-96.16,-98.61,-91.29,2105.86,3397.14,1920.71,3435.88,6902.96,2245.79,3473.03,2952.29,1.9,
5842,2019-12-30,0.8,0.0,-45.02,-101.19,,,-104.66,-94.1,-96.12,-98.61,-91.26,2480.65,3883.14,1743.48,,7886.95,2762.53,3968.1,3265.42,1.87,
