,Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
7393,2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-12.31,-5.42,-1.95,-4.9,-3.71,20.0,14.55,,20.8,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.22,-0.97
7394,2018-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.31,-5.41,-1.99,-4.97,-3.71,20.25,16.5,,21.25,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.21,-0.97
7395,2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,-12.29,-5.39,-2.0,-5.0,-3.71,21.8,19.4,,22.45,-5660.929667,-16599.0384,-10688.4576,-6104.731667,-4214.073333,0.18,-0.98
7396,2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,-12.26,-5.4,-2.01,-4.97,-3.72,21.35,15.9,,22.75,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.2,-0.98
7397,2018-06-05,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-12.26,-5.41,-2.03,-4.98,-3.73,20.2,14.85,,21.0,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.18,-0.97
7398,2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-12.3,-5.47,-2.06,-5.05,-3.74,21.2,15.65,,22.5,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.2,-0.97
7399,2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,-12.3,-5.66,-2.07,-5.09,-3.75,21.9,17.75,,22.85,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.17,-0.98
7400,2018-06-08,3.8,7.6,6.8,4.4,5.4,4.2,5.2,10.0,0.0,5.2,-12.28,-5.48,-2.04,-5.08,-3.75,21.45,15.95,,22.65,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.2,-0.97
7401,2018-06-09,9.2,0.2,1.6,0.0,10.2,1.2,7.6,0.0,0.0,13.2,-12.29,-5.44,-2.06,-5.14,-3.76,21.65,14.1,,22.6,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.18,-0.97
7402,2018-06-10,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.29,-5.41,-2.1,-5.21,-3.77,21.75,16.75,,22.8,-5660.929667,-16599.0384,-10688.4576,-6104.731667,-4214.073333,0.18,-0.98
7403,2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.28,-5.43,-2.13,-5.21,-3.78,22.15,19.65,,22.45,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.17,-0.99
7404,2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,-12.27,-5.44,-2.11,-5.21,-3.79,22.15,16.25,,22.25,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.17,-0.98
7405,2018-06-13,3.2,10.8,2.6,1.6,3.2,7.8,3.6,0.0,5.2,13.0,-12.26,-5.45,-1.99,-5.18,-3.79,19.7,14.4,,19.75,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.18,-0.97
7406,2018-06-14,4.8,1.2,10.0,2.0,4.2,5.0,17.4,,0.0,5.4,-12.27,-5.43,-2.0,-5.15,-3.8,21.15,16.85,,21.95,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.19,-0.98
7407,2018-06-15,0.4,0.0,0.0,0.0,0.2,0.0,0.2,5.6,0.0,0.2,-12.3,-5.45,-2.08,-5.18,-3.81,21.6,18.05,,23.0,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.18,-0.98
7408,2018-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.31,-5.44,-2.13,-5.27,-3.82,22.05,18.0,,22.45,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7409,2018-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.33,-5.41,-2.18,-5.31,-3.83,22.15,19.45,,23.05,-5660.929667,-16599.0384,-10688.4576,-6104.731667,-4214.073333,0.16,-0.98
7410,2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.35,-5.44,-2.17,-5.3,-3.84,23.1,20.4,,24.25,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7411,2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.37,-5.48,-2.21,-5.34,-3.85,25.05,21.1,,25.15,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-1.0
7412,2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,-12.37,-5.49,-2.22,-5.41,-3.86,24.75,21.3,,25.4,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.15,-0.99
7413,2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,-12.36,-5.5,-2.24,-5.49,-3.87,24.85,19.3,,25.3,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7414,2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,1.4,4.4,0.0,0.0,-12.35,-5.5,-2.25,-5.57,-3.88,22.45,19.0,,23.8,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7415,2018-06-23,2.6,0.0,0.0,0.0,4.6,0.0,6.2,1.4,0.0,0.4,-12.39,-5.49,-2.31,-5.66,-3.89,21.2,17.25,,23.75,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.15,-0.99
7416,2018-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.39,-5.5,-2.24,-5.71,-3.9,19.55,17.45,,21.75,-5660.929667,-16599.0384,-10688.4576,-6104.731667,-4214.073333,0.15,-1.0
7417,2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.38,-5.51,-2.23,-5.7,-3.91,19.15,16.1,,20.5,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7418,2018-06-26,3.0,6.8,0.6,0.2,1.6,0.8,1.4,0.0,6.0,0.8,-12.4,-5.47,-2.28,-5.76,-3.91,20.1,16.65,,20.7,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.15,-1.0
7419,2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-12.38,-5.52,-2.3,-5.79,-3.92,20.85,17.2,,22.5,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-1.0
7420,2018-06-28,4.4,1.8,5.0,3.6,6.8,2.0,7.6,0.8,0.0,8.0,-12.36,-5.5,-2.24,-5.76,-3.92,20.65,16.1,,21.9,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7421,2018-06-29,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.4,-12.36,-5.55,-2.26,-5.77,-3.94,22.05,18.25,,22.3,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7422,2018-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.37,-5.5,-2.3,-5.83,-3.95,24.4,21.05,,24.6,-5958.873333,-17472.672,-11251.008,-6426.033333,-4435.866667,0.16,-0.99
7423,2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.39,-5.52,-2.34,-5.86,-3.96,24.15,21.8,,24.8,-6201.097419,-16449.6528,-10794.3408,-6981.641935,-4495.4,0.16,-1.0
7424,2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.41,-5.54,-2.34,-5.87,-3.97,23.8,21.2,,24.7,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.15,-1.0
7425,2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-12.43,-5.53,-2.4,-5.92,-3.98,24.8,20.6,,25.15,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.16,-1.02
7426,2018-07-04,1.2,3.2,0.6,0.2,0.6,0.2,0.8,0.6,0.0,0.2,-12.44,-5.54,-2.41,-6.03,-3.96,25.5,19.15,,25.85,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.16,-1.01
7427,2018-07-05,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.2,0.0,-12.43,-5.55,-2.41,-6.06,-4.0,24.1,20.0,,25.0,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.16,-1.03
7428,2018-07-06,0.0,1.4,0.6,0.0,0.0,7.6,0.0,0.0,11.8,0.4,-12.44,-5.56,-2.34,-6.11,-4.01,24.65,19.0,,25.05,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.15,-1.01
7429,2018-07-07,0.2,0.0,0.4,0.0,0.0,0.0,7.2,5.2,0.2,0.0,-12.47,-5.56,-2.37,-6.14,-4.01,24.3,20.05,,25.35,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.14,-1.0
7430,2018-07-08,7.4,0.0,10.6,11.2,0.2,2.0,1.0,0.8,0.0,12.4,-12.46,-5.57,-2.37,-6.12,-4.01,24.5,21.05,,25.3,-6201.097419,-16449.6528,-10794.3408,-6981.641935,-4495.4,0.13,-0.99
7431,2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.45,-5.59,-2.34,-6.1,-4.02,25.7,21.15,,26.9,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-1.0
7432,2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.44,-5.59,-2.4,-6.14,-4.03,24.55,20.45,,25.1,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-1.0
7433,2018-07-11,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,-12.44,-5.62,-2.42,-6.16,-4.04,24.5,19.05,,25.65,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-0.99
7434,2018-07-12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.47,-5.61,-2.44,-6.18,-4.05,22.6,18.9,,24.0,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.14,-1.0
7435,2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.49,-5.61,-2.47,-6.23,-4.06,24.9,20.5,,25.15,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-1.0
7436,2018-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.49,-5.62,-2.52,-6.3,-4.07,25.4,23.05,,25.85,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.11,-1.01
7437,2018-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-12.48,-5.65,-2.51,-6.32,-4.07,24.2,21.75,,25.95,-6201.097419,-16449.6528,-10794.3408,-6981.641935,-4495.4,0.12,-0.98
7438,2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,-12.47,-5.68,-2.46,-6.34,-4.08,23.75,17.9,,24.1,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-1.0
7439,2018-07-17,0.4,10.4,10.6,21.0,0.6,0.2,0.2,0.8,0.0,0.2,-12.46,-5.65,-2.46,-6.36,-4.09,23.5,18.3,,23.8,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-0.99
7440,2018-07-18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,-12.48,-5.65,-2.52,-6.44,-4.1,24.75,21.4,,25.35,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-1.01
7441,2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.48,-5.67,-2.55,-6.5,-4.1,24.6,21.4,,25.05,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-1.0
7442,2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,-12.48,-5.69,-2.58,-6.55,-4.1,24.6,20.05,,25.1,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-1.0
7443,2018-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-12.47,-5.66,-2.6,-6.6,-4.11,23.9,20.2,,25.15,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-1.0
7444,2018-07-22,32.6,3.8,0.0,7.0,1.8,0.2,16.0,15.6,1.8,15.2,-12.48,-5.64,-2.56,-6.53,-4.11,23.9,18.3,,24.75,-6201.097419,-16449.6528,-10794.3408,-6981.641935,-4495.4,0.14,-0.99
7445,2018-07-23,2.2,6.2,4.0,2.4,3.0,16.6,1.6,,0.2,0.6,-12.48,-5.63,-2.51,-6.47,-4.12,24.8,18.8,,24.85,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.13,-1.0
7446,2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,-12.49,-5.66,-2.55,-6.49,-4.13,25.0,21.85,,25.85,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-0.99
7447,2018-07-25,1.0,0.0,0.0,0.0,10.0,0.0,3.8,0.0,2.6,0.0,-12.49,-5.67,-2.59,-6.53,-4.12,24.85,21.9,,25.2,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.14,-0.96
7448,2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,0.0,0.0,-12.5,-5.69,-2.61,-6.54,-4.14,25.0,23.0,,26.45,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-1.0
7449,2018-07-27,4.4,0.8,0.4,0.4,3.0,4.8,2.4,20.0,0.0,11.6,-12.51,-5.66,-2.56,-6.54,-4.15,26.4,22.3,,26.45,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-1.0
7450,2018-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-12.52,-5.63,-2.65,-6.62,-4.15,25.15,19.8,,25.6,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.12,-0.99
7451,2018-07-29,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.54,-5.64,-2.63,-6.69,-4.16,26.6,21.25,,26.85,-6201.097419,-16449.6528,-10794.3408,-6981.641935,-4495.4,0.12,-0.99
7452,2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-12.54,-5.65,-2.68,-6.69,-4.17,,23.7,,,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.11,-1.0
7453,2018-07-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.56,-5.63,-2.71,-6.75,-4.18,,,,,-6527.470968,-17315.424,-11362.464,-7349.096774,-4732.0,0.1,-1.0
7454,2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-12.58,-5.65,-2.73,-6.79,-4.19,,,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.0
7455,2018-08-02,0.0,0.0,0.0,0.0,6.4,0.0,3.0,6.6,0.0,18.2,-12.6,-5.66,-2.72,-6.79,-4.19,,,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.11,-1.0
7456,2018-08-03,3.6,0.0,6.2,0.0,0.0,0.0,1.0,23.2,0.0,0.0,-12.6,-5.63,-2.71,-6.8,-4.2,,,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.13,-1.0
7457,2018-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,-12.61,-5.66,-2.76,-6.86,-4.21,,,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.03
7458,2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-12.62,-5.63,-2.77,-6.9,-4.22,,,,,-6633.096129,-16260.048,-10071.216,-7133.090323,-4042.893548,0.09,-1.02
7459,2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-12.63,-5.63,-2.77,-6.92,-4.21,,,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.01
7460,2018-08-07,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.63,-5.64,-2.78,-6.95,-4.18,,23.25,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.11,-1.01
7461,2018-08-08,1.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,0.0,0.0,-12.64,-5.64,-2.77,-6.96,-4.18,26.5,22.95,,26.95,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.01
7462,2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.65,-5.64,-2.79,-7.03,-4.19,26.3,22.95,,27.0,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.01
7463,2018-08-10,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-5.64,-2.81,-7.09,-4.2,26.55,21.0,,26.75,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.09,-1.03
7464,2018-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.66,-5.65,-2.84,-7.2,-4.21,25.65,20.85,,26.25,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.09,-1.03
7465,2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-12.65,-5.62,-2.86,-7.19,-4.21,25.35,21.2,,25.1,-6633.096129,-16260.048,-10071.216,-7133.090323,-4042.893548,0.09,-1.03
7466,2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-12.62,-5.66,-2.86,-7.14,-4.21,22.95,20.05,,24.3,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.02
7467,2018-08-14,0.6,1.2,4.0,2.4,5.4,3.2,3.2,2.4,0.0,2.6,-12.61,-5.61,-2.74,-7.1,-4.22,24.15,19.0,,24.7,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.12,-1.01
7468,2018-08-15,0.6,0.0,0.0,0.2,0.4,0.0,1.4,11.4,0.0,1.4,-12.62,-5.6,-2.75,-7.06,-4.22,23.8,19.5,,25.1,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.03
7469,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-12.62,-5.62,-2.79,-7.06,-4.24,24.2,22.05,,25.25,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.09,-1.04
7470,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.62,-5.61,-2.84,-7.09,-4.24,25.15,21.75,,25.1,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.09,-1.04
7471,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.63,-5.64,-2.88,-7.15,-4.25,25.7,23.2,,26.45,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.09,-1.04
7472,2018-08-19,0.2,0.0,0.0,0.0,0.0,2.8,0.0,0.2,0.0,0.0,-12.63,-5.62,-2.84,-7.19,-4.26,26.9,,,27.3,-6633.096129,-16260.048,-10071.216,-7133.090323,-4042.893548,0.09,-1.04
7473,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.62,-5.61,-2.84,-7.22,-4.29,26.4,,,27.25,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.09,-1.05
7474,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-12.63,-5.63,-2.86,-7.33,-4.34,26.7,,,,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.05
7475,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,-12.64,-5.64,-2.84,-7.4,-4.35,26.25,,,27.25,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.04
7476,2018-08-23,20.0,0.0,0.6,0.8,4.6,4.4,3.0,0.4,0.0,2.4,-12.62,-5.63,-2.82,-7.44,-4.35,25.9,22.8,,25.9,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.03
7477,2018-08-24,0.2,0.0,0.0,0.0,2.4,0.0,0.8,9.0,2.0,0.2,-12.61,-5.65,-2.82,-7.47,-4.35,25.2,21.75,,25.15,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.03
7478,2018-08-25,0.0,0.4,0.8,0.0,2.4,8.6,1.8,0.2,2.2,1.2,-12.59,-5.64,-2.81,-7.48,-4.36,25.2,19.25,,25.0,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.12,-1.02
7479,2018-08-26,3.6,3.0,0.4,0.2,1.6,1.4,5.8,7.0,0.0,3.8,-12.61,-5.62,-2.77,-7.38,-4.37,21.05,16.25,,22.25,-6633.096129,-16260.048,-10071.216,-7133.090323,-4042.893548,0.11,-1.03
7480,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.66,-5.64,-2.82,-7.32,-4.38,20.05,16.85,,20.45,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.11,-1.04
7481,2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-5.65,-2.83,-7.38,-4.4,23.4,22.2,,23.8,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.05
7482,2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-5.66,-2.88,-7.45,-4.41,23.6,20.85,,23.8,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.05
7483,2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,-12.68,-5.63,-2.87,-7.5,-4.42,23.85,19.75,,24.25,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.1,-1.05
7484,2018-08-31,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10.6,0.0,-12.68,-5.66,-2.83,-7.51,-4.43,22.6,17.5,,22.65,-6982.206452,-17115.84,-10601.28,-7508.516129,-4255.677419,0.11,-1.04
7485,2018-09-01,14.0,10.2,5.0,13.4,29.6,27.4,21.0,7.0,5.2,9.2,-12.69,-5.54,-2.67,-7.52,-4.4,20.45,16.15,,19.65,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.15,-1.01
7486,2018-09-02,8.2,,0.0,4.0,10.0,22.4,5.2,5.8,0.2,28.2,-12.7,-5.57,-2.6,-7.41,-4.4,19.7,15.55,,20.35,-7510.3865,-15898.0752,-10825.5312,-6417.535,-3917.895,0.13,-1.03
7487,2018-09-03,6.2,0.0,3.8,0.6,16.4,1.8,5.2,3.6,0.0,20.8,-12.69,-5.56,-2.59,-7.36,-4.41,19.5,15.6,,19.7,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.12,-1.04
7488,2018-09-04,1.2,0.8,1.0,0.2,0.2,0.0,0.6,0.0,0.0,0.6,-12.69,-5.56,-2.62,-7.32,-4.43,19.95,16.25,,20.5,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.13,-1.04
7489,2018-09-05,0.4,0.8,7.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,-12.69,-5.6,-2.67,-7.37,-4.44,22.35,17.35,,22.45,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.11,-1.05
7490,2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-5.59,-2.67,-7.46,-4.45,22.55,19.9,,22.75,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.11,-1.05
7491,2018-09-07,0.0,0.0,0.4,5.2,1.2,0.0,0.0,0.0,0.0,0.0,-12.69,-5.59,-2.69,-7.55,-4.45,22.0,17.95,,22.35,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.11,-1.05
7492,2018-09-08,0.2,0.0,0.2,0.0,0.0,0.0,0.0,11.8,0.0,0.0,-12.73,-5.6,-2.73,-7.59,-4.46,23.05,18.3,,23.2,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.1,-1.05
7493,2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.75,-5.57,-2.77,-7.66,-4.48,23.45,20.95,,23.3,-7510.3865,-15898.0752,-10825.5312,-6417.535,-3917.895,0.09,-1.05
7494,2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.76,-5.58,-2.77,-7.63,-4.49,23.2,21.85,,23.2,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.09,-1.06
7495,2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.79,-5.61,-2.79,-7.64,-4.51,23.7,23.15,,24.25,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.09,-1.06
7496,2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.78,-5.67,-2.78,-7.66,-4.51,23.8,22.7,,24.2,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.09,-1.06
7497,2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.75,-5.65,-2.71,-7.62,-4.52,20.75,17.7,,21.6,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.1,-1.04
7498,2018-09-14,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.75,-5.69,-2.73,-7.65,-4.52,22.35,18.6,,22.75,-7905.67,-16734.816,-11395.296,-6755.3,-4124.1,0.1,-1.05
