,Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
6806,2016-08-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,28.35,1.04
6807,2016-08-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,29.0,1.03
6808,2016-08-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.8,1.0
6809,2016-08-23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.25,1.08
6810,2016-08-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.5,1.11
6811,2016-08-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.7,1.09
6812,2016-08-26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.5,1.06
6813,2016-08-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.65,1.06
6814,2016-08-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.75,1.06
6815,2016-08-29,3.4,1.0,0.2,1.0,1.0,,,,,,,,,,27.35,1.07
6816,2016-08-30,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,26.65,1.1
6817,2016-08-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.25,1.16
6818,2016-09-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.25,1.19
6819,2016-09-02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.45,1.2
6820,2016-09-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.0,1.18
6821,2016-09-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.0,1.11
6822,2016-09-05,3.6,0.8,4.0,5.6,1.2,,,,,,,,,,28.8,1.09
6823,2016-09-06,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,24.4,1.06
6824,2016-09-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,23.05,1.05
6825,2016-09-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.35,1.05
6826,2016-09-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.75,1.05
6827,2016-09-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.1,1.05
6828,2016-09-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.3,1.05
6829,2016-09-12,0.0,0.0,0.0,0.8,0.4,,,,,,,,,,26.35,1.05
6830,2016-09-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.85,1.05
6831,2016-09-14,2.2,0.0,1.0,0.8,1.2,,,,,,,,,,24.95,1.05
6832,2016-09-15,,,,,,,,,,,,,,,23.75,1.08
6833,2016-09-16,1.4,0.2,0.2,0.8,1.2,,,,,,,,,,19.7,1.26
6834,2016-09-17,9.8,1.4,15.4,6.4,9.8,,,,,,,,,,19.95,1.32
6835,2016-09-18,0.2,0.0,0.0,0.2,0.0,,,,,,,,,,19.1,1.18
6836,2016-09-19,0.0,0.0,0.2,0.0,0.2,,,,,,,,,,18.9,1.15
6837,2016-09-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.6,1.13
6838,2016-09-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.5,1.13
6839,2016-09-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.95,1.09
6840,2016-09-23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.85,1.1
6841,2016-09-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,20.15,1.07
6842,2016-09-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.6,1.15
6843,2016-09-26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.05,1.16
6844,2016-09-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.05,1.17
6845,2016-09-28,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,19.45,1.08
6846,2016-09-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.0,1.15
6847,2016-09-30,3.4,3.4,1.8,3.6,2.0,,,,,,,,,,20.6,1.14
6848,2016-10-01,8.8,6.4,9.4,5.2,9.4,,,,,,,,,,20.65,1.09
6849,2016-10-02,0.0,0.0,1.2,6.6,0.4,,,,,,,,,,20.45,1.19
6850,2016-10-03,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,18.3,1.12
6851,2016-10-04,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,15.65,1.07
6852,2016-10-05,0.8,0.0,0.4,0.8,0.2,,,,,,,,,,15.35,1.04
6853,2016-10-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,14.25,1.04
6854,2016-10-07,14.6,7.6,10.0,7.6,15.6,,,,,,,,,,14.7,1.05
6855,2016-10-08,0.8,2.2,3.8,4.4,2.0,,,,,,,,,,13.15,1.11
6856,2016-10-09,0.2,0.0,0.2,0.0,1.8,,,,,,,,,,15.35,1.16
6857,2016-10-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,13.35,1.1
6858,2016-10-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.2,1.08
6859,2016-10-12,7.2,4.8,9.0,3.2,6.0,,,,,,,,,,10.55,1.14
6860,2016-10-13,,,,,,,,,,,,,,,11.7,1.08
6861,2016-10-14,0.2,0.0,0.2,0.2,0.0,,,,,,,,,,16.0,1.33
6862,2016-10-15,0.0,0.0,0.2,0.0,0.2,,,,,,,,,,16.85,1.89
6863,2016-10-16,0.2,0.0,0.2,0.0,0.0,,,,,,,,,,16.2,1.85
6864,2016-10-17,0.8,0.0,0.2,0.2,0.6,,,,,,,,,,16.35,1.55
6865,2016-10-18,5.2,0.2,5.8,8.2,3.4,,,,,,,,,,17.8,1.55
6866,2016-10-19,0.4,0.0,0.4,0.6,1.2,,,,,,,,,,17.85,1.15
6867,2016-10-20,0.2,0.0,0.0,0.6,0.2,,,,,,,,,,15.7,1.14
6868,2016-10-21,0.2,0.0,0.2,0.2,0.2,,,,,,,,,,13.2,1.15
6869,2016-10-22,0.0,0.4,0.2,2.4,0.8,,,,,,,,,,11.1,1.12
6870,2016-10-23,4.2,5.8,6.8,10.8,4.0,,,,,,,,,,14.05,1.12
6871,2016-10-24,0.2,0.0,0.2,0.0,0.2,,,,,,,,,,18.6,1.11
6872,2016-10-25,12.2,4.4,6.0,10.2,15.6,,,,,,,,,,19.8,1.35
6873,2016-10-26,0.4,0.2,0.0,0.2,0.0,,,,,,,,,,20.15,1.41
6874,2016-10-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,15.4,1.64
6875,2016-10-28,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,13.7,1.62
6876,2016-10-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.35,1.59
6877,2016-10-30,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,13.25,1.35
6878,2016-10-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,13.7,1.31
6879,2016-11-01,11.6,12.8,8.0,16.4,8.2,,,,,,,,,,12.75,1.3
6880,2016-11-02,0.2,0.0,0.2,0.2,0.0,,,,,,,,,,17.1,1.1
6881,2016-11-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.27
6882,2016-11-04,,,,,,,,,,,,,,,,1.21
6883,2016-11-05,27.4,,19.6,23.6,,,,,,,,,,,16.1,1.45
6884,2016-11-06,3.2,0.0,0.6,0.0,0.4,,,,,,,,,,14.65,
6885,2016-11-07,0.6,0.0,0.2,0.0,0.4,,,,,,,,,,12.7,
6886,2016-11-08,10.0,6.4,7.6,5.6,8.6,,,,,,,,,,10.5,2.33
6887,2016-11-09,0.0,0.2,0.0,0.2,0.0,,,,,,,,,,7.9,2.0
6888,2016-11-10,15.6,6.8,10.6,16.0,15.0,,,,,,,,,,11.15,1.64
6889,2016-11-11,0.4,0.6,2.2,5.2,1.4,,,,,,,,,,10.65,2.15
6890,2016-11-12,0.0,0.0,0.2,0.0,0.2,,,,,,,,,,7.55,2.92
6891,2016-11-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.34
6892,2016-11-14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.8,2.08
6893,2016-11-15,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,7.1,1.93
6894,2016-11-16,1.8,0.4,0.8,6.2,0.8,,,,,,,,,,6.05,1.5
6895,2016-11-17,,,,,,,,,,,,,,,10.0,1.55
6896,2016-11-18,,,,,,,,,,,,,,,13.5,1.7
6897,2016-11-19,0.8,1.0,3.0,0.0,1.8,,,,,,,,,,14.45,2.85
6898,2016-11-20,0.2,1.0,2.2,1.2,2.4,,,,,,,,,,14.9,2.97
6899,2016-11-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,15.85,2.4
6900,2016-11-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.0,2.21
6901,2016-11-23,2.4,1.2,1.4,2.4,1.8,,,,,,,,,,15.35,2.03
6902,2016-11-24,7.6,9.0,5.4,8.6,4.2,,,,,,,,,,13.4,1.87
6903,2016-11-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,14.0,1.71
6904,2016-11-26,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,12.05,1.59
6905,2016-11-27,0.4,0.2,0.2,0.2,0.4,,,,,,,,,,9.45,1.53
6906,2016-11-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.9,1.51
6907,2016-11-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.85,1.44
6908,2016-11-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.23
6909,2016-12-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.8,1.46
6910,2016-12-02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.65,1.35
6911,2016-12-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.3,1.36
6912,2016-12-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.0,1.36
6913,2016-12-05,0.2,0.0,0.0,0.0,0.2,,,,,,,,,,10.75,1.19
6914,2016-12-06,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,8.15,1.36
6915,2016-12-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.25,1.32
6916,2016-12-08,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,5.55,1.32
6917,2016-12-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.4,1.27
6918,2016-12-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.25,1.32
6919,2016-12-11,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,11.7,1.31
6920,2016-12-12,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,9.35,1.14
6921,2016-12-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.05,1.26
6922,2016-12-14,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,6.75,1.28
6923,2016-12-15,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,7.45,1.27
6924,2016-12-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.5,1.13
6925,2016-12-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.6,1.27
6926,2016-12-18,1.2,0.0,0.2,0.2,0.4,,,,,,,,,,,1.25
6927,2016-12-19,4.6,2.2,2.6,2.8,2.2,,,,,,,,,,4.5,1.12
6928,2016-12-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.7,1.28
6929,2016-12-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.3,1.26
6930,2016-12-22,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,6.4,1.24
6931,2016-12-23,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,4.65,1.1
6932,2016-12-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.8,1.26
6933,2016-12-25,0.0,0.0,0.2,0.0,0.2,,,,,,,,,,8.8,1.1
6934,2016-12-26,0.2,0.0,0.0,0.0,0.2,,,,,,,,,,7.3,1.11
6935,2016-12-27,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,6.6,1.11
6936,2016-12-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.2,1.29
6937,2016-12-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.1,1.08
6938,2016-12-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.6,1.23
6939,2016-12-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.07
6940,2017-01-01,16.2,10.2,7.4,6.4,14.6,,,,,,,,,,,1.23
6941,2017-01-02,14.2,12.6,13.6,8.2,15.0,,,,,,,,,,7.3,1.12
6942,2017-01-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.35,1.56
6943,2017-01-04,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,3.95,1.97
6944,2017-01-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.75,1.64
6945,2017-01-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.4
6946,2017-01-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.32
6947,2017-01-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.3
6948,2017-01-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.15
6949,2017-01-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.32
6950,2017-01-11,1.8,0.4,0.4,1.0,0.6,,,,,,,,,,,1.33
6951,2017-01-12,15.8,21.4,16.6,,17.2,,,,,,,,,,5.1,1.14
6952,2017-01-13,0.6,0.0,0.4,1.2,0.2,,,,,,,,,,5.8,1.36
6953,2017-01-14,0.0,0.0,0.2,0.0,0.2,,,,,,,,,,,1.39
6954,2017-01-15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.27
6955,2017-01-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.31
6956,2017-01-17,0.0,0.0,1.4,0.0,0.0,,,,,,,,,,,1.15
6957,2017-01-18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.95,1.27
6958,2017-01-19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.55,1.28
6959,2017-01-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.55,1.27
6960,2017-01-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.15,1.27
6961,2017-01-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.05,1.12
6962,2017-01-23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.25,1.12
6963,2017-01-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.85,1.14
6964,2017-01-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.45,1.12
6965,2017-01-26,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,5.5,1.29
6966,2017-01-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5.9,1.23
6967,2017-01-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.85,1.27
6968,2017-01-29,4.4,1.2,1.6,2.4,3.0,,,,,,,,,,6.4,1.11
6969,2017-01-30,5.2,1.4,3.2,12.0,2.8,,,,,,,,,,7.75,1.11
6970,2017-01-31,2.2,1.0,0.6,6.6,0.2,,,,,,,,,,9.85,1.25
6971,2017-02-01,9.4,3.0,8.6,23.6,7.2,,,,,,,,,,12.2,1.32
6972,2017-02-02,4.8,4.8,3.4,15.8,3.4,,,,,,,,,,12.95,1.42
6973,2017-02-03,18.2,24.0,18.6,,18.8,,,,,,,,,,13.55,1.48
6974,2017-02-04,,,,,,,,,,,,,,,11.6,2.19
6975,2017-02-05,6.0,0.4,11.6,9.2,7.0,,,,,,,,,,11.75,2.57
6976,2017-02-06,0.0,0.0,0.2,0.2,0.0,,,,,,,,,,9.7,
6977,2017-02-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.3,2.75
6978,2017-02-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.2,2.48
6979,2017-02-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.8,1.96
6980,2017-02-10,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,8.95,1.79
6981,2017-02-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.0,1.69
6982,2017-02-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.9,1.67
6983,2017-02-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.0,1.48
6984,2017-02-14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.4,1.48
6985,2017-02-15,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,7.6,1.55
6986,2017-02-16,3.2,0.2,0.0,0.0,0.4,,,,,,,,,,8.05,1.47
6987,2017-02-17,0.8,0.4,0.0,1.4,0.2,,,,,,,,,,13.1,1.56
6988,2017-02-18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.65,1.49
6989,2017-02-19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.3,1.46
6990,2017-02-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.0,1.55
6991,2017-02-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.55,1.42
6992,2017-02-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.4,1.48
6993,2017-02-23,,23.4,,25.2,,,,,,,,,,,15.05,1.45
6994,2017-02-24,2.8,1.6,10.6,4.2,2.4,,,,,,,,,,12.5,1.98
6995,2017-02-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.5,
6996,2017-02-26,0.0,0.0,0.0,0.2,0.2,,,,,,,,,,8.9,2.64
6997,2017-02-27,7.0,11.8,7.6,19.2,20.2,,,,,,,,,,8.25,2.27
6998,2017-02-28,1.4,3.0,4.0,4.6,2.2,,,,,,,,,,12.15,2.09
6999,2017-03-01,2.6,2.2,3.0,3.2,2.4,,,,,,,,,,10.6,1.76
7000,2017-03-02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.75,1.83
7001,2017-03-03,14.8,14.6,11.4,16.0,16.4,,,,,,,,,,14.25,1.81
7002,2017-03-04,21.2,21.8,6.0,10.4,20.2,,,,,,,,,,12.2,2.04
7003,2017-03-05,,,,,,,,,,,,,,,11.1,2.21
7004,2017-03-06,0.0,0.0,0.2,2.4,0.2,,,,,,,,,,11.45,2.52
7005,2017-03-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.85,
7006,2017-03-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.85,2.74
7007,2017-03-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.4,2.37
7008,2017-03-10,0.0,0.0,0.0,0.0,0.8,,,,,,,,,,11.45,2.19
7009,2017-03-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.8,2.12
7010,2017-03-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.85,1.96
7011,2017-03-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.35,1.72
7012,2017-03-14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.2,1.5
7013,2017-03-15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.8,1.64
7014,2017-03-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.9,1.45
7015,2017-03-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.2,1.62
7016,2017-03-18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,14.7,1.63
7017,2017-03-19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,17.85,1.56
7018,2017-03-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.35,1.55
7019,2017-03-21,0.6,0.6,1.2,0.6,0.4,,,,,,,,,,17.4,1.57
7020,2017-03-22,0.2,0.0,0.2,2.8,0.4,,,,,,,,,,18.95,1.46
7021,2017-03-23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,17.75,1.43
7022,2017-03-24,0.2,0.0,1.4,0.4,0.6,,,,,,,,,,18.15,1.42
7023,2017-03-25,2.2,0.2,2.2,2.4,0.0,,,,,,,,,,17.6,1.35
7024,2017-03-26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.5,1.37
7025,2017-03-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.0,1.33
7026,2017-03-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.6,1.34
7027,2017-03-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,13.65,1.33
7028,2017-03-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,15.6,1.29
7029,2017-03-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.35,1.28
7030,2017-04-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.55,1.28
7031,2017-04-02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,17.35,1.37
7032,2017-04-03,0.4,0.4,0.2,3.8,0.0,,,,,,,,,,17.5,1.33
7033,2017-04-04,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,16.75,1.18
7034,2017-04-05,1.8,0.0,1.2,0.0,0.0,,,,,,,,,,17.35,1.18
7035,2017-04-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,15.3,1.24
7036,2017-04-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,14.35,1.17
7037,2017-04-08,0.0,0.0,6.8,0.0,0.0,,,,,,,,,,16.2,1.28
7038,2017-04-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,17.75,1.24
7039,2017-04-10,0.2,0.0,0.4,1.4,0.0,,,,,,,,,,18.25,1.14
7040,2017-04-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,17.9,1.23
7041,2017-04-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.5,1.22
7042,2017-04-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.75,1.13
7043,2017-04-14,1.6,2.2,8.2,13.6,0.0,,,,,,,,,,18.25,1.22
7044,2017-04-15,3.2,1.8,2.2,0.8,0.0,,,,,,,,,,19.5,1.16
7045,2017-04-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.1,1.37
7046,2017-04-17,3.8,1.0,16.2,9.4,0.0,,,,,,,,,,16.9,1.13
7047,2017-04-18,0.0,0.0,0.0,0.2,0.4,,,,,,,,,,14.35,1.25
7048,2017-04-19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.15,1.3
7049,2017-04-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.7,1.1
7050,2017-04-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.0,1.09
7051,2017-04-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,13.45,1.19
7052,2017-04-23,0.4,0.0,0.0,0.0,0.0,,,,,,,,,,17.25,1.1
7053,2017-04-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.7,1.1
7054,2017-04-25,1.6,0.8,1.6,8.6,0.8,,,,,,,,,,19.9,1.22
7055,2017-04-26,19.8,18.4,21.4,16.2,23.4,,,,,,,,,,18.8,1.11
7056,2017-04-27,10.0,7.4,3.6,3.6,5.4,,,,,,,,,,18.85,1.34
7057,2017-04-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.75
7058,2017-04-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.0,1.29
7059,2017-04-30,7.0,6.4,2.8,4.8,5.8,,,,,,,,,,14.75,1.25
7060,2017-05-01,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,14.0,1.35
7061,2017-05-02,2.0,2.2,1.4,1.4,3.4,,,,,,,,,,15.05,1.17
7062,2017-05-03,5.8,4.8,5.4,3.2,3.4,,,,,,,,,,16.3,1.29
7063,2017-05-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.65,1.28
7064,2017-05-05,14.6,11.4,16.0,25.2,23.8,,,,,,,,,,17.9,1.31
7065,2017-05-06,2.0,1.0,0.4,1.6,1.8,,,,,,,,,,15.55,1.3
7066,2017-05-07,5.2,5.8,10.4,4.2,5.8,,,,,,,,,,14.6,1.65
7067,2017-05-08,5.0,1.6,2.8,3.6,3.4,,,,,,,,,,,1.5
7068,2017-05-09,2.8,0.0,0.0,0.0,0.0,,,,,,,,,,12.4,1.66
7069,2017-05-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,17.35,1.62
7070,2017-05-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,19.7,1.39
7071,2017-05-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,20.05,1.44
7072,2017-05-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,21.3,1.35
7073,2017-05-14,0.8,1.0,0.0,4.0,0.2,,,,,,,,,,21.0,1.24
7074,2017-05-15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,20.55,1.32
7075,2017-05-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,22.1,1.27
7076,2017-05-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,22.8,1.23
7077,2017-05-18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.45,1.2
7078,2017-05-19,0.8,0.0,0.0,0.4,0.0,,,,,,,,,,24.4,1.2
7079,2017-05-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,23.5,1.21
7080,2017-05-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,23.25,1.21
7081,2017-05-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.4,1.09
7082,2017-05-23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.95,1.19
7083,2017-05-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.85,1.07
7084,2017-05-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.2,1.12
7085,2017-05-26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.1,1.06
7086,2017-05-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.15,1.06
7087,2017-05-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.5,1.05
7088,2017-05-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.09
7089,2017-05-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.55,1.08
7090,2017-05-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.1,1.03
7091,2017-06-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.55,1.03
7092,2017-06-02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.8,1.07
7093,2017-06-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,28.05,1.02
7094,2017-06-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.15,1.02
7095,2017-06-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,25.6,1.02
7096,2017-06-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.25,1.17
7097,2017-06-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.85,1.04
7098,2017-06-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.9,1.11
7099,2017-06-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,28.0,1.02
7100,2017-06-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.01
7101,2017-06-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,29.15,1.01
7102,2017-06-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.01
7103,2017-06-13,5.6,0.2,0.0,0.0,1.0,,,,,,,,,,,1.0
