,Date,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2115,2017-10-16,0.0,18.55,214.1284568
2116,2017-10-17,0.0,17.95,210.6439685
2117,2017-10-18,0.0,16.55,207.3730029
2118,2017-10-19,0.0,15.25,206.952423
2119,2017-10-20,0.0,15.6,206.6616075
2120,2017-10-21,0.0,15.0,206.0835421
2121,2017-10-22,8.6,13.05,
2122,2017-10-23,0.0,9.5,
2123,2017-10-24,0.4,10.5,205.4080954
2124,2017-10-25,0.0,12.95,
2125,2017-10-26,0.0,13.85,
2126,2017-10-27,0.0,13.15,
2127,2017-10-28,0.0,11.8,205.4200869
2128,2017-10-29,0.0,10.4,
2129,2017-10-30,0.0,12.1,
2130,2017-10-31,0.0,11.75,
2131,2017-11-01,0.0,10.3,
2132,2017-11-02,0.0,11.0,
2133,2017-11-03,4.8,8.95,
2134,2017-11-04,0.0,12.45,
2135,2017-11-05,26.4,12.15,
2136,2017-11-06,32.5,8.9,
2137,2017-11-07,11.8,7.3,216.111071
2138,2017-11-08,0.2,7.95,223.9227733
2139,2017-11-09,0.2,9.95,221.54346
2140,2017-11-10,0.2,11.5,217.5781139
2141,2017-11-11,0.0,10.75,217.719509
2142,2017-11-12,1.6,10.45,221.7249337
2143,2017-11-13,22.3,6.1,225.4145992
2144,2017-11-14,10.2,5.55,259.3897386
2145,2017-11-15,9.6,7.75,295.1046023
2146,2017-11-16,0.4,9.05,294.4036907
2147,2017-11-17,0.0,10.6,295.9801211
2148,2017-11-18,0.0,8.5,295.7582796
2149,2017-11-19,0.0,7.35,295.5100706
2150,2017-11-20,0.0,6.7,295.4729666
2151,2017-11-21,0.0,8.05,295.5459414
2152,2017-11-22,0.0,9.8,295.7672228
2153,2017-11-23,0.0,9.65,295.7806701
2154,2017-11-24,0.0,8.3,295.7173852
2155,2017-11-25,1.6,10.05,295.5485176
2156,2017-11-26,8.0,7.15,294.1446548
2157,2017-11-27,0.0,3.45,295.1757923
2158,2017-11-28,0.0,2.6,295.3606553
2159,2017-11-29,,6.45,295.3044281
2160,2017-11-30,10.0,6.85,294.94456
2161,2017-12-01,0.2,4.2,292.2808907
2162,2017-12-02,0.0,3.6,289.3765766
2163,2017-12-03,3.4,4.25,290.2921898
2164,2017-12-04,0.2,3.55,290.513619
2165,2017-12-05,0.0,4.5,290.4948093
2166,2017-12-06,0.0,6.1,290.2257957
2167,2017-12-07,0.0,4.5,289.1983236
2168,2017-12-08,4.4,5.5,289.7843458
2169,2017-12-09,10.2,2.2,289.5708477
2170,2017-12-10,1.6,,288.9780702
2171,2017-12-11,,7.05,289.0147123
2172,2017-12-12,14.0,9.15,281.715168
2173,2017-12-13,20.4,6.15,285.1038584
2174,2017-12-14,18.2,5.1,285.3618903
2175,2017-12-15,,7.9,285.4003997
2176,2017-12-16,3.6,4.9,283.3420542
2177,2017-12-17,2.6,4.05,286.5973183
2178,2017-12-18,0.0,,287.4071353
2179,2017-12-19,0.0,,287.2590029
2180,2017-12-20,0.0,,287.3006026
2181,2017-12-21,0.0,,286.8537558
2182,2017-12-22,0.0,4.35,286.4238177
2183,2017-12-23,0.0,7.65,286.3746886
2184,2017-12-24,0.0,8.2,286.3188714
2185,2017-12-25,0.0,6.95,286.2877642
2186,2017-12-26,2.0,5.25,286.1409696
2187,2017-12-27,,5.7,286.0215439
2188,2017-12-28,12.6,2.6,285.2833504
2189,2017-12-29,10.0,2.5,285.8690179
2190,2017-12-30,2.0,3.4,286.2840679
2191,2017-12-31,0.0,6.25,285.6586306
2192,2018-01-01,5.2,6.2,285.520742
2193,2018-01-02,5.0,5.25,285.433921
2194,2018-01-03,1.2,5.3,285.4662226
2195,2018-01-04,0.2,8.75,285.3569507
2196,2018-01-05,0.0,8.3,285.1199166
2197,2018-01-06,0.0,9.8,273.0413193
2198,2018-01-07,0.0,11.95,283.4794891
2199,2018-01-08,0.0,13.45,283.8310706
2200,2018-01-09,8.3,10.9,283.9967967
2201,2018-01-10,9.6,7.3,284.2730616
2202,2018-01-11,14.6,5.1,284.4637546
2203,2018-01-12,0.4,6.85,284.8036611
2204,2018-01-13,0.0,5.25,284.9816316
2205,2018-01-14,0.0,4.8,285.1529731
2206,2018-01-15,4.6,6.6,285.409068
2207,2018-01-16,17.8,5.6,283.9526944
2208,2018-01-17,5.8,4.6,283.0114659
2209,2018-01-18,0.4,3.2,282.3880703
2210,2018-01-19,7.8,6.05,282.9912076
2211,2018-01-20,0.2,7.7,282.0988631
2212,2018-01-21,1.6,7.5,282.1848494
2213,2018-01-22,0.2,5.45,281.8416884
2214,2018-01-23,0.0,7.25,282.0142623
2215,2018-01-24,0.0,6.2,282.0716175
2216,2018-01-25,0.0,6.35,281.6197422
2217,2018-01-26,0.0,6.35,281.4174235
2218,2018-01-27,0.0,7.6,281.1780577
2219,2018-01-28,0.0,7.55,281.1924477
2220,2018-01-29,0.0,8.35,281.2367184
2221,2018-01-30,0.0,6.75,281.5212508
2222,2018-01-31,0.0,5.85,281.6421359
2223,2018-02-01,22.4,5.9,282.0379488
2224,2018-02-02,,8.1,282.4608154
2225,2018-02-03,,4.7,282.4608154
2226,2018-02-04,5.0,3.35,
2227,2018-02-05,0.0,5.55,
2228,2018-02-06,,5.25,
2229,2018-02-07,30.9,4.15,
2230,2018-02-08,0.2,3.95,
2231,2018-02-09,0.0,4.95,
2232,2018-02-10,0.0,4.75,
2233,2018-02-11,0.0,3.95,
2234,2018-02-12,3.8,2.35,
2235,2018-02-13,1.0,3.75,
2236,2018-02-14,0.2,,
2237,2018-02-15,0.0,2.15,
2238,2018-02-16,0.0,5.25,
2239,2018-02-17,0.0,6.35,
2240,2018-02-18,13.6,5.55,
2241,2018-02-19,6.0,6.05,
2242,2018-02-20,3.0,4.5,286.5629405
2243,2018-02-21,0.0,4.0,287.4811412
2244,2018-02-22,14.2,3.25,288.00177
2245,2018-02-23,7.8,6.85,
2246,2018-02-24,32.4,5.9,
2247,2018-02-25,0.0,4.5,
2248,2018-02-26,0.4,,
2249,2018-02-27,10.6,,
2250,2018-02-28,11.0,,
2251,2018-03-01,4.0,3.4,
2252,2018-03-02,7.0,7.85,
2253,2018-03-03,24.3,5.3,
2254,2018-03-04,7.0,7.7,
2255,2018-03-05,21.4,7.25,
2256,2018-03-06,,5.05,
2257,2018-03-07,27.6,5.7,
2258,2018-03-08,0.0,7.0,
2259,2018-03-09,0.0,8.55,
2260,2018-03-10,0.0,8.15,
2261,2018-03-11,11.2,11.85,
2262,2018-03-12,12.0,7.9,
2263,2018-03-13,7.5,8.1,
2264,2018-03-14,0.0,7.95,
2265,2018-03-15,5.6,7.15,
2266,2018-03-16,14.8,9.8,
2267,2018-03-17,21.0,8.5,
2268,2018-03-18,22.0,5.8,
2269,2018-03-19,13.0,3.95,
2270,2018-03-20,16.6,5.65,
2271,2018-03-21,17.4,6.1,
2272,2018-03-22,0.0,3.45,
2273,2018-03-23,0.0,1.9,
2274,2018-03-24,0.0,3.95,227.4667518
2275,2018-03-25,0.0,5.95,227.221854
2276,2018-03-26,2.6,6.3,227.0872604
2277,2018-03-27,0.4,7.0,226.9583731
2278,2018-03-28,0.0,8.35,226.9437994
2279,2018-03-29,0.0,11.1,226.9517404
2280,2018-03-30,0.0,11.65,226.9449711
2281,2018-03-31,16.8,6.95,226.9411158
2282,2018-04-01,2.2,6.75,226.9487474
2283,2018-04-02,0.2,8.75,226.991171
2284,2018-04-03,0.0,11.3,226.9570889
2285,2018-04-04,0.0,12.65,226.9875143
2286,2018-04-05,1.6,11.5,226.9754304
2287,2018-04-06,0.2,12.65,227.0368141
2288,2018-04-07,0.0,12.7,
2289,2018-04-08,0.0,15.85,
2290,2018-04-09,13.0,11.55,
2291,2018-04-10,0.0,11.55,
2292,2018-04-11,1.6,12.65,
2293,2018-04-12,10.4,10.75,278.1584494
2294,2018-04-13,0.0,11.6,277.4006471
2295,2018-04-14,0.0,15.5,278.2935713
2296,2018-04-15,0.0,17.15,278.4586079
2297,2018-04-16,11.6,15.15,277.7842087
2298,2018-04-17,3.0,13.2,277.2966536
2299,2018-04-18,4.4,14.2,
2300,2018-04-19,0.0,16.8,
2301,2018-04-20,0.0,17.45,
2302,2018-04-21,0.0,17.3,
2303,2018-04-22,0.0,16.7,
2304,2018-04-23,0.2,17.1,
2305,2018-04-24,0.0,16.4,
2306,2018-04-25,0.0,17.55,
2307,2018-04-26,0.0,16.95,
2308,2018-04-27,0.0,18.65,
2309,2018-04-28,0.0,20.15,
2310,2018-04-29,3.4,20.4,
2311,2018-04-30,0.2,15.95,
2312,2018-05-01,0.2,12.45,
2313,2018-05-02,0.0,19.05,
2314,2018-05-03,19.6,14.25,
2315,2018-05-04,6.8,12.55,
2316,2018-05-05,12.0,12.3,
2317,2018-05-06,3.4,13.25,
2318,2018-05-07,14.7,15.25,
2319,2018-05-08,21.0,14.3,
2320,2018-05-09,4.0,13.8,
2321,2018-05-10,7.1,14.55,
2322,2018-05-11,2.8,15.8,
2323,2018-05-12,17.6,14.75,
2324,2018-05-13,0.0,15.15,
2325,2018-05-14,3.6,11.55,
2326,2018-05-15,1.2,9.1,
2327,2018-05-16,0.0,9.8,
2328,2018-05-17,0.0,13.5,
2329,2018-05-18,0.0,15.9,
2330,2018-05-19,0.0,16.55,
2331,2018-05-20,0.0,18.55,
2332,2018-05-21,0.6,17.35,
2333,2018-05-22,2.8,16.95,
2334,2018-05-23,26.7,14.4,
2335,2018-05-24,3.2,17.7,
2336,2018-05-25,,18.0,
2337,2018-05-26,12.1,20.15,
2338,2018-05-27,2.0,21.45,
2339,2018-05-28,0.0,20.65,
2340,2018-05-29,0.0,21.9,
2341,2018-05-30,0.0,22.7,
2342,2018-05-31,0.0,21.4,
2343,2018-06-01,0.0,20.8,
2344,2018-06-02,0.0,20.2,
2345,2018-06-03,0.0,21.1,
2346,2018-06-04,0.0,21.65,
2347,2018-06-05,0.0,18.75,
2348,2018-06-06,0.0,18.75,
2349,2018-06-07,0.0,21.7,
2350,2018-06-08,27.1,19.9,
2351,2018-06-09,0.4,17.8,
2352,2018-06-10,0.0,20.8,
2353,2018-06-11,0.0,22.35,
2354,2018-06-12,0.0,21.6,
2355,2018-06-13,3.2,18.1,
2356,2018-06-14,0.6,17.15,
2357,2018-06-15,8.3,18.15,
2358,2018-06-16,0.0,18.25,
2359,2018-06-17,13.4,19.95,
2360,2018-06-18,0.2,19.25,
2361,2018-06-19,0.0,21.1,
2362,2018-06-20,4.2,20.2,
2363,2018-06-21,7.2,20.45,
2364,2018-06-22,0.2,19.5,
2365,2018-06-23,0.2,16.35,
2366,2018-06-24,0.0,17.05,
2367,2018-06-25,1.0,17.05,
2368,2018-06-26,0.0,16.55,
2369,2018-06-27,0.0,17.15,
2370,2018-06-28,0.0,17.85,
2371,2018-06-29,0.2,18.15,
2372,2018-06-30,1.2,21.55,
2373,2018-07-01,0.0,23.45,
2374,2018-07-02,0.0,23.45,
2375,2018-07-03,0.0,22.0,
2376,2018-07-04,0.0,22.75,
2377,2018-07-05,0.0,24.2,
2378,2018-07-06,0.6,22.15,
2379,2018-07-07,10.9,21.9,
2380,2018-07-08,0.2,20.7,
2381,2018-07-09,0.0,21.45,
2382,2018-07-10,0.0,21.2,
2383,2018-07-11,0.0,21.35,
2384,2018-07-12,0.0,22.5,
2385,2018-07-13,0.0,23.45,
2386,2018-07-14,0.0,24.5,
2387,2018-07-15,0.0,25.2,
2388,2018-07-16,2.0,23.7,
2389,2018-07-17,15.0,20.6,
2390,2018-07-18,0.0,22.4,
2391,2018-07-19,0.0,23.8,
2392,2018-07-20,0.0,24.05,
2393,2018-07-21,0.0,24.05,
2394,2018-07-22,0.0,23.4,
2395,2018-07-23,11.9,18.9,
2396,2018-07-24,11.8,22.1,
2397,2018-07-25,0.2,22.2,
2398,2018-07-26,12.5,23.25,
2399,2018-07-27,0.6,21.65,278.4293085
2400,2018-07-28,0.0,22.75,279.6416667
2401,2018-07-29,0.0,23.95,280.2187422
2402,2018-07-30,0.0,25.8,
2403,2018-07-31,0.0,26.0,
2404,2018-08-01,0.0,25.9,
2405,2018-08-02,4.7,24.6,
2406,2018-08-03,3.2,22.05,
2407,2018-08-04,2.8,22.75,
2408,2018-08-05,0.0,23.35,
2409,2018-08-06,0.0,24.55,
2410,2018-08-07,5.4,24.6,
2411,2018-08-08,2.3,23.85,
2412,2018-08-09,0.0,23.55,
2413,2018-08-10,0.0,25.0,
2414,2018-08-11,0.0,25.3,
2415,2018-08-12,0.0,24.6,
2416,2018-08-13,0.0,23.7,
2417,2018-08-14,3.8,22.0,
2418,2018-08-15,7.8,18.75,
2419,2018-08-16,0.0,21.25,
2420,2018-08-17,1.0,21.8,
2421,2018-08-18,3.2,21.35,
2422,2018-08-19,5.6,22.05,
2423,2018-08-20,1.4,22.1,
2424,2018-08-21,0.4,23.6,
2425,2018-08-22,0.4,22.3,
2426,2018-08-23,11.2,22.25,288.6436626
2427,2018-08-24,0.0,21.8,289.1707452
2428,2018-08-25,0.0,22.0,289.3854819
2429,2018-08-26,2.5,18.4,289.4997664
2430,2018-08-27,0.0,18.0,290.2286474
2431,2018-08-28,0.0,20.3,290.5462882
2432,2018-08-29,0.0,22.15,291.1634912
2433,2018-08-30,4.8,21.4,291.7572217
2434,2018-08-31,0.2,21.0,292.1744983
2435,2018-09-01,3.6,19.35,290.6908883
2436,2018-09-02,2.4,19.65,290.9878738
2437,2018-09-03,0.0,18.35,292.7731228
2438,2018-09-04,0.0,18.65,293.215641
2439,2018-09-05,0.0,19.9,290.7679676
2440,2018-09-06,0.0,21.2,290.9155214
2441,2018-09-07,5.8,20.45,293.5315011
2442,2018-09-08,0.0,19.2,294.206511
2443,2018-09-09,13.6,21.05,295.1757454
2444,2018-09-10,23.0,20.9,296.3452164
2445,2018-09-11,0.0,21.25,290.1845749
2446,2018-09-12,0.0,22.5,290.5679645
2447,2018-09-13,0.0,20.8,290.7044684
2448,2018-09-14,26.0,20.75,290.725616
2449,2018-09-15,0.0,21.6,290.8997342
2450,2018-09-16,0.0,21.45,290.841512
2451,2018-09-17,0.0,21.4,290.6817483
2452,2018-09-18,1.8,21.3,290.5659398
2453,2018-09-19,1.2,19.6,289.678396
2454,2018-09-20,3.8,20.3,290.4383928
2455,2018-09-21,0.0,20.65,291.1542531
2456,2018-09-22,0.0,21.35,291.798964
2457,2018-09-23,0.0,21.2,291.7829323
2458,2018-09-24,0.0,20.3,290.802458
2459,2018-09-25,0.2,15.25,290.8182888
2460,2018-09-26,0.0,11.9,291.958799
2461,2018-09-27,0.0,14.95,292.0140622
2462,2018-09-28,0.0,16.6,292.0569577
2463,2018-09-29,0.0,18.1,292.0592481
2464,2018-09-30,0.0,15.9,292.2014988
2465,2018-10-01,15.5,15.0,292.1374438
2466,2018-10-02,0.0,14.8,289.3997014
2467,2018-10-03,0.0,16.65,292.0609505
2468,2018-10-04,0.0,19.45,292.1424026
2469,2018-10-05,0.0,18.3,291.6645628
2470,2018-10-06,31.1,14.7,290.1787921
2471,2018-10-07,0.6,15.4,288.3864409
2472,2018-10-08,0.2,16.6,289.9196703
2473,2018-10-09,0.6,17.3,288.8812605
2474,2018-10-10,1.4,17.05,288.4138675
2475,2018-10-11,0.2,16.85,289.8398773
2476,2018-10-12,0.0,16.85,289.8329448
2477,2018-10-13,0.0,16.3,289.7034704
2478,2018-10-14,0.0,16.55,288.7459505
2479,2018-10-15,1.2,15.8,289.7706394
2480,2018-10-16,0.0,17.8,290.1523753
2481,2018-10-17,0.0,18.3,290.2444774
2482,2018-10-18,0.0,18.2,290.0982951
2483,2018-10-19,0.0,16.75,289.9936499
2484,2018-10-20,0.0,17.6,290.0938717
2485,2018-10-21,27.0,13.65,289.0315952
2486,2018-10-22,15.4,9.7,288.9345757
2487,2018-10-23,0.0,13.15,288.1070375
2488,2018-10-24,0.0,13.55,288.8226
2489,2018-10-25,0.0,15.3,288.7266617
2490,2018-10-26,0.0,15.15,288.6026569
2491,2018-10-27,,13.2,288.2212835
2492,2018-10-28,,14.2,286.2523344
2493,2018-10-29,,13.75,284.2723607
2494,2018-10-30,2.0,10.1,
2495,2018-10-31,0.0,11.7,
2496,2018-11-01,,13.75,285.1650369
2497,2018-11-02,,12.6,284.8860213
2498,2018-11-03,0.4,16.75,280.6134124
2499,2018-11-04,14.1,13.7,280.1491262
2500,2018-11-05,8.4,11.4,277.7575537
2501,2018-11-06,0.2,13.2,279.6956119
2502,2018-11-07,8.6,10.7,278.3616957
2503,2018-11-08,0.2,10.75,277.7039683
2504,2018-11-09,0.0,11.5,277.7286581
2505,2018-11-10,0.0,11.65,279.4017358
2506,2018-11-11,0.0,12.2,281.2684011
2507,2018-11-12,0.0,13.05,285.3936828
2508,2018-11-13,0.0,12.5,286.0353628
2509,2018-11-14,0.0,13.05,287.2270905
2510,2018-11-15,0.0,11.55,212.3341951
2511,2018-11-16,0.0,10.45,222.3361198
2512,2018-11-17,0.0,7.9,256.3078433
2513,2018-11-18,0.0,7.55,280.8496179
2514,2018-11-19,,6.0,281.020619
2515,2018-11-20,,11.5,279.9291829
2516,2018-11-21,0.2,10.05,274.4365436
2517,2018-11-22,1.0,10.1,274.3934899
2518,2018-11-23,0.0,9.85,274.4882009
2519,2018-11-24,26.9,10.35,274.2702618
2520,2018-11-25,,10.15,274.315291
2521,2018-11-26,7.4,6.85,275.5901356
2522,2018-11-27,8.4,7.2,274.9544491
2523,2018-11-28,0.0,6.3,275.6707627
2524,2018-11-29,0.0,6.55,275.6143381
2525,2018-11-30,0.0,6.15,275.5680507
2526,2018-12-01,0.0,8.9,275.014901
2527,2018-12-02,0.0,8.2,274.8623692
2528,2018-12-03,3.2,8.0,274.8608014
2529,2018-12-04,0.4,11.1,274.696989
2530,2018-12-05,0.0,9.55,274.7892025
2531,2018-12-06,0.0,8.0,274.9078507
2532,2018-12-07,0.0,8.0,274.9212928
2533,2018-12-08,8.6,6.95,274.7607475
2534,2018-12-09,0.6,6.55,
2535,2018-12-10,0.2,7.15,
2536,2018-12-11,0.8,4.45,
2537,2018-12-12,0.0,3.2,
2538,2018-12-13,8.6,3.8,
2539,2018-12-14,,6.25,
2540,2018-12-15,23.2,3.1,
2541,2018-12-16,3.0,2.4,
2542,2018-12-17,17.8,5.2,
2543,2018-12-18,0.0,4.7,
2544,2018-12-19,0.0,3.8,
2545,2018-12-20,2.2,5.2,
2546,2018-12-21,0.0,6.3,
2547,2018-12-22,0.0,7.6,
2548,2018-12-23,0.0,8.55,
2549,2018-12-24,0.0,9.25,
2550,2018-12-25,0.0,5.5,
2551,2018-12-26,0.0,4.55,
2552,2018-12-27,0.0,6.6,
2553,2018-12-28,0.0,5.65,
2554,2018-12-29,0.0,7.0,
2555,2018-12-30,0.0,6.25,
2556,2018-12-31,0.0,5.1,
2557,2019-01-01,,,
2558,2019-01-02,,,
2559,2019-01-03,,,
2560,2019-01-04,,,277.0257486
2561,2019-01-05,,,276.9671448
2562,2019-01-06,,,277.0711894
2563,2019-01-07,,,277.1108975
2564,2019-01-08,,,277.150269
2565,2019-01-09,,,276.6547051
2566,2019-01-10,,,276.2917589
2567,2019-01-11,,,275.9969013
2568,2019-01-12,,,276.3491097
2569,2019-01-13,,,276.417584
2570,2019-01-14,,,276.5229436
2571,2019-01-15,,,276.5495815
2572,2019-01-16,,,276.6309016
2573,2019-01-17,,,276.6532582
2574,2019-01-18,,,276.7469201
2575,2019-01-19,,,276.6610067
2576,2019-01-20,,,276.7714305
2577,2019-01-21,,,276.8300248
2578,2019-01-22,,,276.959012
2579,2019-01-23,,,276.9934996
2580,2019-01-24,,,277.1301346
2581,2019-01-25,,,277.1260633
2582,2019-01-26,,,277.2322897
2583,2019-01-27,,,277.399063
2584,2019-01-28,,,277.2556823
2585,2019-01-29,,,277.2380694
2586,2019-01-30,,,277.2481661
2587,2019-01-31,,,277.505045
2588,2019-02-01,,,277.8600434
2589,2019-02-02,,,277.8405954
2590,2019-02-03,,,277.9755014
2591,2019-02-04,,,
2592,2019-02-05,,,
2593,2019-02-06,,,
2594,2019-02-07,,,234.5362251
2595,2019-02-08,,,233.4532453
2596,2019-02-09,,,232.5189952
2597,2019-02-10,,,231.9818386
2598,2019-02-11,,,231.6339997
2599,2019-02-12,,,231.0685938
2600,2019-02-13,,,230.5653634
2601,2019-02-14,,,230.2614149
2602,2019-02-15,,,230.0412253
2603,2019-02-16,,,229.6978455
2604,2019-02-17,,,229.4304799
2605,2019-02-18,,,229.1689716
2606,2019-02-19,,,228.9840465
2607,2019-02-20,,,228.7469506
2608,2019-02-21,,,228.4264808
2609,2019-02-22,,,228.2019739
2610,2019-02-23,,,228.0308271
2611,2019-02-24,,,227.8656061
2612,2019-02-25,,,227.6488423
2613,2019-02-26,,,227.3055972
2614,2019-02-27,,,227.1206996
2615,2019-02-28,,,226.9553343
2616,2019-03-01,,,226.7897831
2617,2019-03-02,,,226.7431876
2618,2019-03-03,,,226.6133087
2619,2019-03-04,,,226.3453994
2620,2019-03-05,,,226.1022417
2621,2019-03-06,,,225.8225481
2622,2019-03-07,,,225.2750579
2623,2019-03-08,,,225.0110249
2624,2019-03-09,,,224.6774648
2625,2019-03-10,,,224.3356999
2626,2019-03-11,,,224.0783777
2627,2019-03-12,,,223.906568
2628,2019-03-13,,,
2629,2019-03-14,,,
2630,2019-03-15,,,
2631,2019-03-16,,,
2632,2019-03-17,,,
2633,2019-03-18,,,
2634,2019-03-19,,,221.4562818
2635,2019-03-20,,,220.9181746
2636,2019-03-21,,,220.6916063
2637,2019-03-22,,,220.3352369
2638,2019-03-23,,,219.9685773
2639,2019-03-24,,,219.6996659
2640,2019-03-25,,,219.4123368
2641,2019-03-26,,,219.2044832
2642,2019-03-27,,,218.9460929
2643,2019-03-28,,,218.5115132
2644,2019-03-29,,,218.0700818
2645,2019-03-30,,,217.6145844
2646,2019-03-31,,,217.2587722
2647,2019-04-01,,,216.9973704
2648,2019-04-02,,,216.7665241
2649,2019-04-03,,,216.3106844
2650,2019-04-04,,,216.0504404
2651,2019-04-05,,,215.9128574
2652,2019-04-06,,,215.7514186
2653,2019-04-07,,,215.3474944
2654,2019-04-08,,,214.9571976
2655,2019-04-09,,,214.5572219
2656,2019-04-10,,,214.1653425
2657,2019-04-11,,,213.7173812
2658,2019-04-12,,,213.3340755
2659,2019-04-13,,,212.9911328
2660,2019-04-14,,,212.5707081
2661,2019-04-15,,,212.1552285
2662,2019-04-16,,,211.6591487
2663,2019-04-17,,,211.175544
2664,2019-04-18,,,210.8453488
2665,2019-04-19,,,210.3776639
2666,2019-04-20,,,209.772231
2667,2019-04-21,,,209.5334872
2668,2019-04-22,,,209.2764379
2669,2019-04-23,,,209.058525
2670,2019-04-24,,,208.7687181
2671,2019-04-25,,,208.4209418
2672,2019-04-26,,,207.9982127
2673,2019-04-27,,,207.5246499
2674,2019-04-28,,,207.0369841
2675,2019-04-29,,,206.7815636
2676,2019-04-30,,,206.5025473
2677,2019-05-01,,,206.1291278
2678,2019-05-02,,,205.782427
2679,2019-05-03,,,
2680,2019-05-04,,,
2681,2019-05-05,,,205.3441941
2682,2019-05-06,,,
2683,2019-05-07,,,
2684,2019-05-08,,,
2685,2019-05-09,,,
2686,2019-05-10,,,
2687,2019-05-11,,,
2688,2019-05-12,,,
2689,2019-05-13,,,
2690,2019-05-14,,,
2691,2019-05-15,,,
2692,2019-05-16,,,
2693,2019-05-17,,,
2694,2019-05-18,,,
2695,2019-05-19,,,
2696,2019-05-20,,,
2697,2019-05-21,,,215.9306724
2698,2019-05-22,,,228.5286558
2699,2019-05-23,,,227.9150445
2700,2019-05-24,,,227.631072
2701,2019-05-25,,,227.3644439
2702,2019-05-26,,,226.9763354
2703,2019-05-27,,,226.6307105
2704,2019-05-28,,,226.4295584
2705,2019-05-29,,,226.6768287
2706,2019-05-30,,,226.4598283
2707,2019-05-31,,,226.134324
2708,2019-06-01,,,225.7901064
2709,2019-06-02,,,225.4525837
2710,2019-06-03,,,225.1146809
2711,2019-06-04,,,224.7712304
2712,2019-06-05,,,
2713,2019-06-06,,,224.2501909
2714,2019-06-07,,,224.0401655
2715,2019-06-08,,,223.8422866
2716,2019-06-09,,,223.6592545
2717,2019-06-10,,,223.4778108
2718,2019-06-11,,,223.3084537
2719,2019-06-12,,,223.193085
2720,2019-06-13,,,222.9976367
2721,2019-06-14,,,222.8088497
2722,2019-06-15,,,222.6448101
2723,2019-06-16,,,222.5132278
2724,2019-06-17,,,222.2805604
2725,2019-06-18,,,222.034409
2726,2019-06-19,,,216.9883076
2727,2019-06-20,,,220.2312105
2728,2019-06-21,,,
2729,2019-06-22,,,219.6272763
2730,2019-06-23,,,219.2694846
2731,2019-06-24,,,218.8939149
2732,2019-06-25,,,218.3753648
2733,2019-06-26,,,217.8980813
2734,2019-06-27,,,217.4425376
2735,2019-06-28,,,217.0410417
2736,2019-06-29,,,216.7306157
2737,2019-06-30,,,216.2317958
2738,2019-07-01,,,215.7486065
2739,2019-07-02,,,259.3795444
2740,2019-07-03,,,283.1456122
2741,2019-07-04,,,281.6365519
2742,2019-07-05,,,280.871925
2743,2019-07-06,,,281.4149565
2744,2019-07-07,,,282.2179512
2745,2019-07-08,,,282.5122829
2746,2019-07-09,,,282.7831838
2747,2019-07-10,,,282.6695774
2748,2019-07-11,,,282.5877552
2749,2019-07-12,,,282.3581627
2750,2019-07-13,,,282.2488333
2751,2019-07-14,,,262.7276489
2752,2019-07-15,,,282.832275
2753,2019-07-16,,,282.2205057
2754,2019-07-17,,,282.5926095
2755,2019-07-18,,,283.1568614
2756,2019-07-19,,,283.4604924
2757,2019-07-20,,,284.166937
2758,2019-07-21,,,285.0955835
2759,2019-07-22,,,286.1175439
2760,2019-07-23,,,286.4065517
2761,2019-07-24,,,287.0088265
2762,2019-07-25,,,287.1563964
2763,2019-07-26,,,288.9754685
2764,2019-07-27,,,289.3577806
2765,2019-07-28,,,
2766,2019-07-29,,,285.6248971
2767,2019-07-30,,,286.2349406
2768,2019-07-31,,,286.6263647
2769,2019-08-01,,,286.926332
2770,2019-08-02,,,287.0408943
2771,2019-08-03,,,286.666641
2772,2019-08-04,,,286.7396306
2773,2019-08-05,,,286.8550877
2774,2019-08-06,,,288.9780817
2775,2019-08-07,,,293.3273171
2776,2019-08-08,,,293.589359
2777,2019-08-09,,,294.3825712
2778,2019-08-10,,,294.5455988
2779,2019-08-11,,,294.7491531
2780,2019-08-12,,,294.9077617
2781,2019-08-13,,,291.7044256
2782,2019-08-14,,,290.540717
2783,2019-08-15,,,290.5306214
2784,2019-08-16,,,290.7301096
2785,2019-08-17,,,290.7369383
2786,2019-08-18,,,291.422935
2787,2019-08-19,,,291.7649237
2788,2019-08-20,,,292.7405675
2789,2019-08-21,,,291.8216573
2790,2019-08-22,,,292.2682131
2791,2019-08-23,,,292.8533306
2792,2019-08-24,,,293.1975166
2793,2019-08-25,,,
2794,2019-08-26,,,
2795,2019-08-27,,,
2796,2019-08-28,,,
2797,2019-08-29,,,
2798,2019-08-30,,,294.8336345
2799,2019-08-31,,,294.608695
2800,2019-09-01,,,
2801,2019-09-02,,,
2802,2019-09-03,,,
2803,2019-09-04,,,
2804,2019-09-05,,,293.7429082
2805,2019-09-06,,,294.8794327
2806,2019-09-07,,,295.1492158
2807,2019-09-08,,,295.2708628
2808,2019-09-09,,,295.3305576
2809,2019-09-10,,,295.5909182
2810,2019-09-11,,,295.8851878
2811,2019-09-12,,,294.5965988
2812,2019-09-13,,,295.8807773
2813,2019-09-14,,,
2814,2019-09-15,,,
2815,2019-09-16,,,
2816,2019-09-17,,,
2817,2019-09-18,,,
2818,2019-09-19,,,
2819,2019-09-20,,,296.0708483
2820,2019-09-21,,,296.5553249
2821,2019-09-22,,,296.4682494
