,Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
4174,2017-08-17,0.0,-26.8,-26.16,28.1,,-30312.576,2.1
4175,2017-08-18,0.0,-26.85,-26.23,,,-31642.272,2.1
4176,2017-08-19,0.0,-27.01,-26.3,,,-31595.616,2.1
4177,2017-08-20,0.0,-26.91,-26.31,26.0,25.1,-28965.6,2.2
4178,2017-08-21,0.0,-27.01,-26.36,23.4,23.0,-29627.424,2.2
4179,2017-08-22,0.0,-26.97,-26.37,23.1,22.5,-29738.88,2.2
4180,2017-08-23,0.0,-26.96,-26.41,24.8,23.8,-30348.864,2.2
4181,2017-08-24,0.0,-27.01,-26.46,27.0,25.6,-30253.824,2.2
4182,2017-08-25,0.0,-27.13,-26.5,27.5,26.3,-31479.84,2.2
4183,2017-08-26,0.0,-27.18,-26.54,28.6,27.3,-31570.56,2.2
4184,2017-08-27,0.0,-27.16,-26.55,,,-31154.112,2.2
4185,2017-08-28,0.0,-27.2,-26.55,,,-31093.632,2.2
4186,2017-08-29,0.0,-27.28,-26.61,26.9,26.4,-31110.048,2.2
4187,2017-08-30,0.0,-27.31,-26.64,27.0,26.1,-32170.176,2.2
4188,2017-08-31,0.0,-27.32,-26.66,28.0,27.1,-31636.224,2.2
4189,2017-09-01,,-27.21,-26.65,23.7,23.2,-29069.28,2.3
4190,2017-09-02,1.2,-27.06,-26.54,22.8,21.1,-27811.296,2.4
4191,2017-09-03,0.0,-27.03,-26.53,17.9,17.3,-28283.04,2.4
4192,2017-09-04,0.0,-27.36,-26.71,19.5,18.7,-31845.312,2.4
4193,2017-09-05,0.0,-27.08,-26.65,22.4,21.3,-28804.896,2.4
4194,2017-09-06,0.0,-27.23,-26.63,23.0,22.1,-29684.448,2.3
4195,2017-09-07,0.0,-27.16,-26.59,23.9,23.3,-28224.288,2.3
4196,2017-09-08,0.0,-27.16,-26.58,22.6,22.3,-29154.816,2.3
4197,2017-09-09,0.0,-27.13,-26.57,20.9,20.3,-29907.36,2.3
4198,2017-09-10,,-26.96,-26.48,19.0,18.7,-26416.8,2.4
4199,2017-09-11,1.6,-26.83,-26.4,19.2,19.1,-26102.304,2.5
4200,2017-09-12,1.8,-27.07,-26.5,19.8,19.7,-28798.848,2.5
4201,2017-09-13,0.0,-26.94,-26.56,19.6,18.8,-27629.856,2.4
4202,2017-09-14,0.0,-27.09,-26.53,20.5,20.0,-28759.968,2.4
4203,2017-09-15,0.0,-27.08,-26.5,22.2,22.2,-28169.856,2.3
4204,2017-09-16,14.4,-27.04,-26.49,22.1,21.4,-22945.248,2.4
4205,2017-09-17,1.8,-27.18,-26.55,17.9,17.5,-28130.976,2.4
4206,2017-09-18,3.6,-27.16,-26.57,17.5,17.0,-28685.664,2.5
4207,2017-09-19,14.6,-27.05,-26.53,15.9,15.6,-28108.512,2.4
4208,2017-09-20,0.0,-27.02,-26.53,14.3,13.8,-27142.56,2.5
4209,2017-09-21,0.0,-27.17,-26.57,15.0,14.4,-28909.44,2.4
4210,2017-09-22,0.0,-27.22,-26.6,16.3,15.6,-29146.176,2.4
4211,2017-09-23,0.0,-27.25,-26.6,17.1,16.4,-28899.072,2.4
4212,2017-09-24,0.0,-27.17,-26.59,16.3,15.7,-28621.728,2.3
4213,2017-09-25,0.0,-27.24,-26.6,15.7,15.1,-29187.648,2.3
4214,2017-09-26,0.0,-27.2,-26.61,16.9,16.4,-28683.936,2.3
4215,2017-09-27,0.0,-27.23,-26.63,17.4,17.7,-29490.912,2.3
4216,2017-09-28,0.0,-27.18,-26.63,17.5,17.6,-28548.288,2.3
4217,2017-09-29,0.0,-27.26,-26.65,17.7,17.0,-29107.296,2.3
4218,2017-09-30,0.0,-27.35,-26.67,16.6,16.3,-28473.984,2.3
4219,2017-10-01,0.0,-27.27,-26.7,16.3,15.8,-27598.752,2.3
4220,2017-10-02,0.0,-27.34,-26.71,18.5,18.1,-28562.112,2.3
4221,2017-10-03,0.0,-27.31,-26.69,17.7,17.3,-28429.056,2.3
4222,2017-10-04,0.0,-27.37,-26.73,19.5,18.9,-29839.104,2.3
4223,2017-10-05,0.0,-27.41,-26.73,18.7,18.4,-29864.16,2.3
4224,2017-10-06,4.6,-27.45,-26.75,18.3,17.9,-30102.624,2.3
4225,2017-10-07,0.0,-27.47,-26.84,14.8,14.2,-28058.4,2.3
4226,2017-10-08,0.0,-27.48,-26.83,13.8,13.7,-28766.88,2.3
4227,2017-10-09,0.0,-27.43,-26.81,16.5,15.9,-27530.496,2.3
4228,2017-10-10,0.0,-27.51,-26.86,16.0,15.5,-28498.176,2.3
4229,2017-10-11,0.0,-27.58,-26.95,15.6,15.1,-29659.392,2.3
4230,2017-10-12,0.0,-27.59,-26.97,15.4,14.8,-29722.464,2.3
4231,2017-10-13,0.0,-27.63,-26.99,15.3,14.8,-29742.336,2.3
4232,2017-10-14,0.0,-27.62,-27.01,15.9,15.4,-29496.96,2.3
4233,2017-10-15,0.0,-27.64,-27.04,15.5,15.1,-29612.736,2.2
4234,2017-10-16,0.0,-27.58,-27.01,15.2,14.6,-28367.712,2.2
4235,2017-10-17,0.0,-27.64,-27.03,15.3,14.6,-29858.112,2.2
4236,2017-10-18,0.0,-27.64,-27.01,14.4,13.9,-28850.688,2.3
4237,2017-10-19,0.0,-27.6,-27.02,13.7,12.9,-29069.28,2.2
4238,2017-10-20,0.0,-27.65,-27.04,14.4,13.8,-28913.76,2.2
4239,2017-10-21,0.0,-27.61,-27.06,15.1,14.7,-28376.352,2.3
4240,2017-10-22,12.0,-27.43,-26.97,15.7,15.0,-26892.0,2.3
4241,2017-10-23,0.4,-27.5,-26.98,11.9,11.5,-26231.904,2.4
4242,2017-10-24,0.0,-27.7,-27.06,10.8,10.3,-28118.88,2.5
4243,2017-10-25,0.0,-27.69,-27.1,14.9,14.9,-28028.16,2.4
4244,2017-10-26,0.0,-27.73,-27.11,13.0,12.5,-28278.72,2.4
4245,2017-10-27,0.0,-27.68,-27.1,13.0,12.6,-28805.76,2.4
4246,2017-10-28,0.0,-27.64,-27.09,14.0,13.1,-28029.888,2.3
4247,2017-10-29,0.0,-27.64,-27.06,11.7,11.4,-28376.352,2.4
4248,2017-10-30,0.0,-27.79,-27.13,12.7,13.1,-28633.824,2.4
4249,2017-10-31,0.0,-27.9,-27.23,11.5,12.6,-30543.264,2.4
4250,2017-11-01,0.0,-27.94,-27.29,9.6,9.6,-30657.312,2.3
4251,2017-11-02,0.0,-27.88,-27.26,10.2,9.8,-29096.064,2.4
4252,2017-11-03,2.8,-27.85,-27.22,14.6,14.0,-29490.912,2.4
4253,2017-11-04,0.2,-27.78,-27.22,13.4,12.9,-28689.12,2.4
4254,2017-11-05,8.6,-27.71,-27.19,12.9,12.9,-28832.544,2.5
4255,2017-11-06,11.6,-27.85,-27.21,13.4,13.2,-29649.024,2.5
4256,2017-11-07,0.8,-28.11,-27.38,9.9,9.4,-29100.384,2.6
4257,2017-11-08,0.0,-28.05,-27.42,8.5,8.5,-31033.152,2.6
4258,2017-11-09,1.2,-27.99,-27.42,10.9,10.6,-30669.408,2.6
4259,2017-11-10,0.0,-27.84,-27.34,11.2,12.1,-27562.464,2.5
4260,2017-11-11,0.0,-27.92,-27.38,7.2,7.3,-29280.096,2.5
4261,2017-11-12,1.6,-27.92,-27.35,8.5,8.7,-28791.936,2.5
4262,2017-11-13,8.0,-27.9,-27.28,9.9,9.6,-28535.328,2.6
4263,2017-11-14,2.4,-27.77,-27.36,8.9,8.7,-26339.904,2.7
4264,2017-11-15,1.4,-27.91,-27.41,9.6,9.1,-28248.48,2.8
4265,2017-11-16,0.0,-27.94,-27.42,10.6,10.3,-29355.264,2.9
4266,2017-11-17,0.0,-28.04,-27.45,10.0,11.0,-29700.864,2.8
4267,2017-11-18,0.0,-27.99,-27.47,9.5,9.5,-29772.576,2.7
4268,2017-11-19,0.0,-28.07,-27.46,6.0,5.8,-31340.736,2.7
4269,2017-11-20,0.0,-28.12,-27.56,6.3,6.2,-31707.936,2.6
4270,2017-11-21,0.0,-27.94,-27.5,6.5,6.2,-27095.904,2.6
4271,2017-11-22,0.0,-27.9,-27.46,9.3,9.2,-26296.704,2.6
4272,2017-11-23,0.0,-27.95,-27.48,11.1,10.8,-28593.216,2.6
4273,2017-11-24,0.0,-27.96,-27.5,10.6,10.5,-28264.896,2.6
4274,2017-11-25,1.4,-27.94,-27.46,13.2,13.0,-28796.256,2.6
4275,2017-11-26,6.0,-27.87,-27.43,9.7,9.4,-24959.232,2.7
4276,2017-11-27,0.0,-27.97,-27.53,5.7,5.3,-27445.824,2.8
4277,2017-11-28,0.0,-27.98,-27.5,3.2,3.1,-28029.024,2.7
4278,2017-11-29,,-27.94,-27.46,8.5,8.0,-28663.2,2.8
4279,2017-11-30,5.2,-27.95,-27.48,6.0,6.1,-28029.888,3.0
4280,2017-12-01,0.2,-28.01,-27.56,2.1,2.5,-27842.4,3.0
4281,2017-12-02,0.2,-28.08,-27.6,4.9,5.9,-30089.664,2.8
4282,2017-12-03,0.0,-28.03,-27.65,6.0,6.0,-28219.104,2.8
4283,2017-12-04,0.0,-28.14,-27.7,4.5,4.5,-29447.712,2.7
4284,2017-12-05,0.0,-28.32,-27.83,1.7,1.8,-30931.2,2.7
4285,2017-12-06,0.0,-28.16,-27.8,2.4,2.7,-29731.104,2.7
4286,2017-12-07,0.0,-28.11,-27.72,6.8,6.6,-29230.848,2.7
4287,2017-12-08,1.6,-27.95,-27.58,10.2,9.7,-27345.6,2.7
4288,2017-12-09,3.0,-27.96,-27.56,5.1,4.8,-26968.896,2.8
4289,2017-12-10,0.4,-27.99,-27.64,1.8,1.8,-26516.16,2.8
4290,2017-12-11,2.4,-28.02,-27.59,13.4,13.5,-29166.912,2.8
4291,2017-12-12,,-28.04,-27.65,12.5,12.3,-27477.792,2.9
4292,2017-12-13,,-28.09,-27.71,7.5,7.4,-30755.808,3.2
4293,2017-12-14,0.6,-28.12,-27.69,9.6,9.1,-30601.152,3.0
4294,2017-12-15,,-28.04,-27.65,11.1,11.0,-30333.312,3.2
4295,2017-12-16,8.6,-28.09,-27.7,6.5,5.9,-29332.8,
4296,2017-12-17,0.2,-28.04,-27.78,4.2,4.0,-28336.608,3.2
4297,2017-12-18,0.0,-28.1,-27.77,,1.9,-29419.2,3.0
4298,2017-12-19,0.0,-28.09,-27.78,,1.3,-30103.488,2.9
4299,2017-12-20,0.0,-28.01,-27.75,,1.6,-30414.528,2.8
4300,2017-12-21,0.0,-27.93,-27.7,4.3,4.3,-29490.912,2.8
4301,2017-12-22,0.0,-27.87,-27.63,5.3,5.9,-28772.064,2.7
4302,2017-12-23,0.0,-27.84,-27.61,6.9,6.0,-27809.568,2.7
4303,2017-12-24,0.0,-27.66,-27.54,2.5,2.8,-26432.352,2.7
4304,2017-12-25,0.0,-27.39,-27.48,3.3,4.1,-23079.168,2.7
4305,2017-12-26,0.0,-27.0,-27.23,6.8,6.7,-22126.176,2.7
4306,2017-12-27,,-27.24,-27.15,8.6,8.6,-24538.464,3.1
4307,2017-12-28,3.4,-27.6,-27.31,5.6,5.5,-31731.264,
4308,2017-12-29,0.2,-27.51,-27.45,4.4,4.0,-26441.856,3.1
4309,2017-12-30,0.0,-27.42,-27.41,4.2,4.2,-26181.792,3.0
4310,2017-12-31,0.0,-27.64,-27.48,8.1,7.8,,2.9
4311,2018-01-01,5.4,-27.3,-27.31,9.3,8.9,-23171.616,3.0
4312,2018-01-02,3.2,-27.42,-27.32,7.2,6.7,-26502.336,3.0
4313,2018-01-03,0.6,-27.39,-27.34,4.0,3.9,-27344.736,2.9
4314,2018-01-04,0.2,-27.22,-27.29,8.4,7.5,-26391.744,2.9
4315,2018-01-05,0.0,-27.7,-27.24,9.9,9.6,-24352.704,2.9
4316,2018-01-06,0.0,-27.69,-27.24,10.2,10.0,-24043.392,2.8
4317,2018-01-07,0.0,-27.63,-27.23,6.4,6.8,-24069.312,2.8
4318,2018-01-08,0.0,-27.84,-27.29,8.0,8.6,-28096.416,2.8
4319,2018-01-09,14.2,-27.62,-27.23,9.3,9.2,-24057.216,2.8
4320,2018-01-10,0.2,-27.85,-27.26,6.2,6.6,-27784.512,2.9
4321,2018-01-11,4.4,-27.75,-27.21,7.0,7.2,-26662.176,2.9
4322,2018-01-12,0.0,-27.9,-27.26,9.5,9.1,-28339.2,2.8
4323,2018-01-13,0.0,-27.76,-27.25,7.4,7.2,-26862.624,2.8
4324,2018-01-14,0.0,-27.57,-27.21,6.8,7.0,-25867.296,2.8
4325,2018-01-15,0.0,-27.83,-27.26,5.7,5.6,-28877.472,2.8
4326,2018-01-16,1.4,-27.66,-27.19,9.9,9.7,-28195.776,2.8
4327,2018-01-17,1.2,-27.54,-27.09,9.9,9.7,-26767.584,2.8
4328,2018-01-18,0.0,-27.61,-27.21,4.1,4.2,-26811.648,2.8
4329,2018-01-19,0.0,-27.67,-27.12,10.0,9.2,-26682.048,2.8
4330,2018-01-20,0.0,-27.73,-27.17,7.9,7.4,-28050.624,2.8
4331,2018-01-21,1.0,-27.6,-27.13,10.3,9.6,-27785.376,2.7
4332,2018-01-22,0.0,-27.76,-27.21,5.5,6.3,-28964.736,2.7
4333,2018-01-23,0.0,-27.7,-27.26,7.8,8.0,-28800.576,2.7
4334,2018-01-24,0.0,-27.82,-27.31,5.4,5.3,-29072.736,2.7
4335,2018-01-25,0.0,-27.82,-27.26,5.9,5.9,-29918.592,2.7
4336,2018-01-26,0.0,-27.69,-27.2,7.8,7.7,-28167.264,2.7
4337,2018-01-27,0.0,-27.73,-27.24,9.5,9.5,-28374.624,2.7
4338,2018-01-28,0.0,-27.62,-27.26,6.4,6.4,-26619.84,2.6
4339,2018-01-29,0.0,-27.44,-27.14,3.9,3.7,-24722.496,2.6
4340,2018-01-30,0.0,-27.54,-27.12,5.9,5.8,-27647.136,2.6
4341,2018-01-31,0.0,-27.49,-27.05,8.3,8.2,-25566.624,2.6
4342,2018-02-01,2.6,-27.32,-26.95,9.9,9.8,-25446.528,2.7
4343,2018-02-02,,-27.21,-26.88,10.1,10.1,-24165.216,2.8
4344,2018-02-03,,-27.52,-26.98,6.9,6.7,-28905.12,
4345,2018-02-04,0.2,-27.52,-27.09,4.4,4.3,-27082.944,
4346,2018-02-05,0.0,-27.62,-27.12,4.3,4.7,-28714.176,3.1
4347,2018-02-06,0.0,-27.55,-27.04,5.9,6.3,-28060.128,3.0
4348,2018-02-07,4.0,-27.68,-27.03,6.5,6.5,-28368.576,2.9
4349,2018-02-08,0.0,-27.57,-27.09,7.0,7.0,-27389.664,2.9
4350,2018-02-09,0.2,-27.43,-27.05,7.0,6.7,-26457.408,2.8
4351,2018-02-10,0.0,-27.45,-27.0,4.8,4.8,-27581.472,2.8
4352,2018-02-11,0.0,-27.41,-27.0,5.3,4.3,-26827.2,2.8
4353,2018-02-12,2.2,-27.27,-26.94,3.6,3.2,-25289.28,2.8
4354,2018-02-13,0.0,-27.42,-26.98,3.9,3.4,-26660.448,2.7
4355,2018-02-14,0.0,-27.31,-26.96,1.9,1.9,-25471.584,2.7
4356,2018-02-15,0.0,-27.32,-27.02,3.0,2.9,-27426.816,2.7
4357,2018-02-16,0.0,-27.34,-27.01,3.9,3.8,-27252.288,2.7
4358,2018-02-17,2.6,-27.37,-27.0,5.4,5.1,-27745.632,2.7
4359,2018-02-18,,-27.24,-26.86,8.3,7.8,-26021.088,2.8
4360,2018-02-19,0.0,-27.47,-26.94,7.2,6.2,-28785.024,2.9
4361,2018-02-20,0.0,-27.28,-26.85,5.5,4.8,-25994.304,2.8
4362,2018-02-21,0.8,-27.36,-26.87,5.3,4.9,-28531.872,2.8
4363,2018-02-22,4.8,-27.29,-26.86,5.1,4.5,-26568.864,2.8
4364,2018-02-23,3.2,-27.48,-26.89,6.7,6.9,-28843.776,2.8
4365,2018-02-24,0.0,-27.2,-26.86,10.6,9.8,-26261.28,2.9
4366,2018-02-25,0.0,-26.93,-26.73,4.1,3.1,,2.9
4367,2018-02-26,0.0,-26.87,-26.67,,,-22504.608,2.9
4368,2018-02-27,0.0,-27.23,-26.72,,,-26655.264,2.8
4369,2018-02-28,0.0,-27.51,-26.91,,,-30161.376,2.8
4370,2018-03-01,14.2,-27.48,-26.89,,0.9,-30799.008,2.9
4371,2018-03-02,7.8,-27.46,-26.84,6.4,6.1,-31477.248,3.2
4372,2018-03-03,,-27.52,-26.89,7.3,6.8,-31806.432,
4373,2018-03-04,1.6,-27.14,-26.84,10.1,9.7,-27018.144,
4374,2018-03-05,11.0,-26.73,-26.6,7.9,7.2,-22559.04,3.2
4375,2018-03-06,13.8,-26.75,-26.57,8.2,7.8,-23457.6,3.3
4376,2018-03-07,7.2,-27.02,-26.67,9.3,8.8,-25627.104,3.3
4377,2018-03-08,2.6,-27.02,-26.71,9.9,9.2,-25265.952,
4378,2018-03-09,0.0,-26.98,-26.7,11.0,10.3,-25654.752,3.2
4379,2018-03-10,0.0,-26.82,-26.62,9.8,9.3,-23794.56,3.1
4380,2018-03-11,15.0,-26.69,-26.46,12.7,12.3,-22961.664,3.1
4381,2018-03-12,15.0,-26.51,-26.35,11.4,11.1,,
4382,2018-03-13,0.6,-26.79,-26.45,11.1,10.8,-26003.808,
4383,2018-03-14,0.0,-26.89,-26.48,11.0,10.8,-25569.216,3.2
4384,2018-03-15,1.6,-26.65,-26.39,10.0,9.2,-25093.152,3.2
4385,2018-03-16,9.4,-26.65,-26.29,13.0,12.8,-23964.768,
4386,2018-03-17,10.6,-26.83,-26.24,10.5,10.3,-25213.248,3.3
4387,2018-03-18,14.4,-26.42,-26.14,8.4,8.1,,
4388,2018-03-19,12.6,-26.41,-26.1,7.1,6.7,-22671.36,
4389,2018-03-20,1.6,-26.39,-26.06,7.3,7.2,-23627.808,
4390,2018-03-21,1.0,-26.53,-26.12,5.0,4.6,-25619.328,
4391,2018-03-22,0.0,-26.34,-25.98,4.7,4.4,-24003.648,3.2
4392,2018-03-23,0.0,-26.27,-25.88,5.2,5.3,-25065.504,3.1
4393,2018-03-24,0.0,-26.39,-25.84,6.0,6.3,-26403.84,3.1
4394,2018-03-25,0.0,-26.27,-25.77,6.9,6.8,-25627.104,3.0
4395,2018-03-26,0.0,-26.24,-25.71,10.0,9.7,-25315.2,3.0
4396,2018-03-27,0.0,-25.98,-25.65,9.5,9.6,-25320.384,2.9
4397,2018-03-28,0.0,-25.86,-25.49,12.0,11.5,-24187.68,2.9
4398,2018-03-29,0.0,-25.99,-25.48,14.3,14.2,-27865.728,2.9
4399,2018-03-30,6.0,-25.89,-25.4,14.6,14.5,-26807.328,2.9
4400,2018-03-31,16.4,-25.92,-25.29,12.1,11.6,-27455.328,3.0
4401,2018-04-01,1.8,-25.71,-25.27,10.4,10.1,-24365.664,3.2
4402,2018-04-02,0.0,-25.53,-25.12,11.4,10.9,-24358.752,3.1
4403,2018-04-03,0.0,-25.65,-25.07,13.2,12.8,-25691.04,3.0
4404,2018-04-04,0.6,-25.57,-25.06,12.2,11.7,-26226.72,3.0
4405,2018-04-05,12.8,-25.61,-24.97,13.3,12.6,-27501.12,3.1
4406,2018-04-06,0.0,-25.64,-24.99,12.8,12.8,-28766.88,3.1
4407,2018-04-07,0.0,-25.71,-24.94,13.8,13.7,-29989.44,3.0
4408,2018-04-08,0.0,-25.65,-24.89,15.6,15.3,-30489.696,2.9
4409,2018-04-09,13.6,-25.34,-24.72,13.0,12.9,-26801.28,3.1
4410,2018-04-10,0.0,-25.26,-24.7,14.9,14.4,-26616.384,3.2
4411,2018-04-11,0.6,-25.08,-24.62,13.7,13.6,-26930.016,3.0
4412,2018-04-12,8.2,-25.02,-24.52,13.9,13.7,-25582.176,3.0
4413,2018-04-13,0.0,-25.04,-24.5,14.7,14.2,-26561.952,3.0
4414,2018-04-14,0.0,-25.14,-24.48,14.8,15.1,-27416.448,2.9
4415,2018-04-15,0.0,-24.95,-24.34,16.7,17.6,-26335.584,2.9
4416,2018-04-16,0.0,-24.82,-24.29,16.5,16.5,-26275.968,2.9
4417,2018-04-17,0.0,-25.23,-24.43,16.7,16.0,-29925.504,2.9
4418,2018-04-18,0.0,-24.99,-24.4,17.4,16.9,-27198.72,2.8
4419,2018-04-19,0.0,-24.99,-24.33,18.9,18.0,-28290.816,2.8
4420,2018-04-20,0.0,-24.98,-24.28,19.4,19.2,-29045.952,2.8
4421,2018-04-21,0.0,-24.94,-24.23,19.3,18.6,-29271.456,2.8
4422,2018-04-22,0.0,-24.98,-24.24,18.8,18.4,-29999.808,2.7
4423,2018-04-23,0.0,-25.03,-24.25,19.2,18.5,-30446.496,2.7
4424,2018-04-24,0.0,-25.05,-24.28,18.9,18.0,-30539.808,2.7
4425,2018-04-25,0.0,-24.8,-24.12,18.9,18.0,-27529.632,2.7
4426,2018-04-26,0.0,-24.88,-24.12,18.8,17.9,-29337.12,2.7
4427,2018-04-27,0.0,-24.78,-24.04,19.6,19.1,-28382.4,2.7
4428,2018-04-28,0.0,-24.81,-24.05,21.0,20.9,-29642.112,2.7
4429,2018-04-29,0.0,-24.67,-24.0,22.0,21.2,-28619.136,2.6
4430,2018-04-30,0.0,-24.7,-23.99,18.6,17.9,-28112.832,2.6
4431,2018-05-01,0.0,-24.34,-23.9,14.0,14.2,-26201.664,2.6
4432,2018-05-02,0.6,-24.38,-23.79,17.9,17.6,-27274.752,2.6
4433,2018-05-03,7.8,-24.31,-23.76,17.6,17.0,-27503.712,2.7
4434,2018-05-04,1.6,-24.46,-23.81,18.4,17.8,-28121.472,2.7
4435,2018-05-05,0.0,-24.44,-23.82,18.3,18.3,-28204.416,2.7
4436,2018-05-06,3.0,-24.3,-23.79,17.4,17.3,-25881.12,2.7
4437,2018-05-07,0.2,-24.31,-23.72,18.7,18.6,-27438.048,2.6
4438,2018-05-08,,-24.28,-23.69,17.7,17.4,-27489.888,2.6
4439,2018-05-09,3.6,-24.13,-23.65,16.0,16.0,-26484.192,2.6
4440,2018-05-10,0.2,-24.64,-23.81,18.3,18.0,-31529.088,2.7
4441,2018-05-11,0.0,-24.59,-23.84,18.9,18.7,-32652.288,2.7
4442,2018-05-12,0.0,-24.44,-23.8,18.9,18.6,-30164.832,2.6
4443,2018-05-13,1.0,-24.18,-23.69,19.0,18.7,-27933.12,2.6
4444,2018-05-14,6.8,-24.13,-23.62,15.1,15.0,-27222.048,2.6
4445,2018-05-15,3.0,-23.83,-23.54,12.5,12.2,-24549.696,2.6
4446,2018-05-16,1.4,-24.0,-23.56,14.0,13.6,-26752.032,2.7
4447,2018-05-17,0.0,-23.93,-23.52,16.2,16.0,-26755.488,2.6
4448,2018-05-18,0.0,-23.95,-23.47,18.0,17.8,-27050.112,2.6
4449,2018-05-19,0.0,-24.17,-23.51,19.0,19.3,-28453.248,2.6
4450,2018-05-20,0.0,-24.0,-23.47,19.4,19.7,-26660.448,2.6
4451,2018-05-21,15.4,-24.11,-23.47,18.8,18.9,-27991.872,2.5
4452,2018-05-22,1.2,-24.02,-23.45,20.2,19.0,-27140.832,2.6
4453,2018-05-23,2.0,-23.8,-23.41,18.8,18.1,-26470.368,2.6
4454,2018-05-24,0.0,-23.73,-23.35,20.5,20.1,-25989.12,2.5
4455,2018-05-25,0.0,-23.8,-23.37,22.6,22.2,-28594.944,2.5
4456,2018-05-26,0.0,-23.79,-23.38,23.6,23.0,-27735.264,2.5
4457,2018-05-27,0.0,-23.75,-23.36,23.3,23.1,-27821.664,2.5
4458,2018-05-28,0.0,-23.77,-23.37,23.6,23.0,-26922.24,2.5
4459,2018-05-29,0.0,-23.74,-23.33,24.1,23.6,-27468.288,2.5
4460,2018-05-30,0.8,-23.82,-23.35,22.2,22.0,-28516.32,2.5
4461,2018-05-31,0.0,-23.73,-23.33,22.7,22.5,-27699.84,2.5
4462,2018-06-01,0.0,-23.88,-23.38,23.1,22.3,-29243.808,2.4
4463,2018-06-02,0.0,-23.92,-23.4,23.0,22.2,-29714.688,2.4
4464,2018-06-03,0.0,-23.92,-23.41,24.5,23.8,-29752.704,2.4
4465,2018-06-04,0.0,-23.93,-23.39,24.1,23.6,-29688.768,2.4
4466,2018-06-05,0.8,-23.94,-23.41,21.8,21.9,-29824.416,2.4
4467,2018-06-06,0.0,-24.05,-23.49,22.7,22.7,-30821.472,2.4
4468,2018-06-07,0.0,-24.08,-23.51,25.1,24.5,-31229.28,2.4
4469,2018-06-08,11.8,-23.85,-23.45,20.2,19.7,-28752.192,2.5
4470,2018-06-09,4.2,-23.75,-23.38,21.4,21.0,-27670.464,2.5
4471,2018-06-10,0.0,-23.68,-23.34,23.3,22.3,-27278.208,2.4
4472,2018-06-11,0.0,-23.86,-23.38,25.6,24.2,-30062.88,2.4
4473,2018-06-12,,-23.96,-23.42,24.8,23.8,-30519.936,2.3
4474,2018-06-13,10.6,-23.75,-23.38,18.8,18.7,-27493.344,2.4
4475,2018-06-14,0.2,-23.58,-23.25,21.1,20.6,-25203.744,2.4
4476,2018-06-15,0.0,-23.61,-23.28,21.1,20.1,-26888.544,2.3
4477,2018-06-16,0.0,-23.64,-23.3,22.7,21.5,-27527.904,2.3
4478,2018-06-17,0.0,-23.65,-23.31,23.2,22.4,-27077.76,2.3
4479,2018-06-18,0.0,-23.86,-23.37,23.4,22.8,-29947.968,2.3
4480,2018-06-19,0.0,-23.88,-23.44,24.7,24.1,-30095.712,2.3
4481,2018-06-20,0.0,-23.92,-23.47,25.5,25.3,-29630.88,2.2
4482,2018-06-21,0.0,-23.99,-23.52,25.4,24.8,-29963.52,2.2
4483,2018-06-22,8.6,-24.07,-23.53,22.8,21.7,-30703.104,2.3
4484,2018-06-23,0.0,-23.86,-23.51,21.4,21.3,-28491.264,2.3
4485,2018-06-24,0.0,-23.77,-23.42,21.8,21.1,-26220.672,2.2
4486,2018-06-25,0.0,-23.78,-23.41,20.5,19.6,-27425.952,2.2
4487,2018-06-26,0.0,-23.79,-23.43,20.4,19.5,-27513.216,2.2
4488,2018-06-27,0.0,-23.96,-23.48,20.7,19.8,-28959.552,2.2
4489,2018-06-28,0.0,-24.06,-23.55,21.2,20.3,-30454.272,2.2
4490,2018-06-29,0.0,-24.03,-23.56,23.1,22.0,-30102.624,2.2
4491,2018-06-30,0.0,-24.05,-23.61,26.1,24.8,-30836.16,2.2
4492,2018-07-01,0.0,-24.26,-23.73,27.3,26.3,-33232.032,2.2
4493,2018-07-02,0.0,-24.32,-23.75,26.6,25.9,-32312.736,2.2
4494,2018-07-03,0.0,-24.5,-23.84,27.6,26.9,-33462.72,2.2
4495,2018-07-04,0.0,-24.64,-23.94,27.7,27.2,-33823.872,2.2
4496,2018-07-05,0.0,-24.72,-24.05,27.7,27.0,-28035.072,2.2
4497,2018-07-06,0.0,-24.85,-24.15,25.2,24.7,-34285.248,2.1
4498,2018-07-07,0.0,-24.7,-24.17,24.0,23.2,-30074.112,2.2
4499,2018-07-08,0.0,-24.48,-24.09,24.9,24.2,-27083.808,2.2
4500,2018-07-09,0.0,-24.69,-24.12,25.2,24.3,-30501.792,2.2
4501,2018-07-10,0.0,-24.76,-24.18,25.2,24.5,-30989.088,2.1
4502,2018-07-11,0.0,-24.76,-24.22,26.4,24.9,-31028.832,2.2
4503,2018-07-12,0.0,-24.78,-24.26,26.3,25.8,-30566.592,2.2
4504,2018-07-13,0.0,-24.91,-24.34,27.3,25.8,-31662.144,2.2
4505,2018-07-14,0.0,-24.88,-24.34,28.6,,-29580.768,2.1
4506,2018-07-15,0.0,-24.87,-24.34,,,-31646.592,2.1
4507,2018-07-16,3.0,-24.96,-24.37,26.3,25.3,-31812.48,2.0
